ability_key,id,vega_id,cfru_id,cfru_symbol,dpe_symbol,classification,display_name,description_key,effect_key,runtime_binding,status,notes
ABILITY_KEY_DRAGONSMAW,264,NONE,263,ABILITY_DRAGONSMAW,ABILITY_DRAGONSMAW,CFRU_APPEND,りゅうのあぎと,ABILITY_DESC_DRAGONSMAW,ABILITY_EFFECT_DRAGONSMAW,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CHILLINGNEIGH,265,NONE,264,ABILITY_CHILLINGNEIGH,ABILITY_CHILLINGNEIGH,CFRU_APPEND,しろのいななき,ABILITY_DESC_CHILLINGNEIGH,ABILITY_EFFECT_CHILLINGNEIGH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GRIMNEIGH,266,NONE,265,ABILITY_GRIMNEIGH,ABILITY_GRIMNEIGH,CFRU_APPEND,くろのいななき,ABILITY_DESC_GRIMNEIGH,ABILITY_EFFECT_GRIMNEIGH,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ASONE_CHILLING,267,NONE,266,ABILITY_ASONE_CHILLING,ABILITY_ASONE_CHILLING,CFRU_APPEND,じんばいったい,ABILITY_DESC_ASONE_CHILLING,ABILITY_EFFECT_ASONE_CHILLING,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ASONE_GRIM,268,NONE,267,ABILITY_ASONE_GRIM,ABILITY_ASONE_GRIM,CFRU_APPEND,じんばいったい,ABILITY_DESC_ASONE_GRIM,ABILITY_EFFECT_ASONE_GRIM,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_LINGERINGAROMA,269,NONE,268,ABILITY_LINGERINGAROMA,ABILITY_LINGERINGAROMA,CFRU_APPEND,とれないにおい,ABILITY_DESC_LINGERINGAROMA,ABILITY_EFFECT_LINGERINGAROMA,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SEEDSOWER,270,NONE,269,ABILITY_SEEDSOWER,ABILITY_SEEDSOWER,CFRU_APPEND,こぼれダネ,ABILITY_DESC_SEEDSOWER,ABILITY_EFFECT_SEEDSOWER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_THERMALEXCHANGE,271,NONE,270,ABILITY_THERMALEXCHANGE,ABILITY_THERMALEXCHANGE,CFRU_APPEND,ねつこうかん,ABILITY_DESC_THERMALEXCHANGE,ABILITY_EFFECT_THERMALEXCHANGE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ANGERSHELL,272,NONE,271,ABILITY_ANGERSHELL,ABILITY_ANGERSHELL,CFRU_APPEND,いかりのこうら,ABILITY_DESC_ANGERSHELL,ABILITY_EFFECT_ANGERSHELL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PURIFYINGSALT,273,NONE,272,ABILITY_PURIFYINGSALT,ABILITY_PURIFYINGSALT,CFRU_APPEND,きよめのしお,ABILITY_DESC_PURIFYINGSALT,ABILITY_EFFECT_PURIFYINGSALT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WELLBAKEDBODY,274,NONE,273,ABILITY_WELLBAKEDBODY,ABILITY_WELLBAKEDBODY,CFRU_APPEND,こんがりボディ,ABILITY_DESC_WELLBAKEDBODY,ABILITY_EFFECT_WELLBAKEDBODY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WINDRIDER,275,NONE,274,ABILITY_WINDRIDER,ABILITY_WINDRIDER,CFRU_APPEND,かぜのり,ABILITY_DESC_WINDRIDER,ABILITY_EFFECT_WINDRIDER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GUARDDOG,276,NONE,275,ABILITY_GUARDDOG,ABILITY_GUARDDOG,CFRU_APPEND,ばんけん,ABILITY_DESC_GUARDDOG,ABILITY_EFFECT_GUARDDOG,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ROCKYPAYLOAD,277,NONE,276,ABILITY_ROCKYPAYLOAD,ABILITY_ROCKYPAYLOAD,CFRU_APPEND,いわはこび,ABILITY_DESC_ROCKYPAYLOAD,ABILITY_EFFECT_ROCKYPAYLOAD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_WINDPOWER,278,NONE,277,ABILITY_WINDPOWER,ABILITY_WINDPOWER,CFRU_APPEND,ふうりょくでんき,ABILITY_DESC_WINDPOWER,ABILITY_EFFECT_WINDPOWER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ZEROTOHERO,279,NONE,278,ABILITY_ZEROTOHERO,ABILITY_ZEROTOHERO,CFRU_APPEND,マイティチェンジ,ABILITY_DESC_ZEROTOHERO,ABILITY_EFFECT_ZEROTOHERO,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_COMMANDER,280,NONE,279,ABILITY_COMMANDER,ABILITY_COMMANDER,CFRU_APPEND,しれいとう,ABILITY_DESC_COMMANDER,ABILITY_EFFECT_COMMANDER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ELECTROMORPHOSIS,281,NONE,280,ABILITY_ELECTROMORPHOSIS,ABILITY_ELECTROMORPHOSIS,CFRU_APPEND,でんきにかえる,ABILITY_DESC_ELECTROMORPHOSIS,ABILITY_EFFECT_ELECTROMORPHOSIS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_PROTOSYNTHESIS,282,NONE,281,ABILITY_PROTOSYNTHESIS,ABILITY_PROTOSYNTHESIS,CFRU_APPEND,こだいかっせい,ABILITY_DESC_PROTOSYNTHESIS,ABILITY_EFFECT_PROTOSYNTHESIS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_QUARKDRIVE,283,NONE,282,ABILITY_QUARKDRIVE,ABILITY_QUARKDRIVE,CFRU_APPEND,クォークチャージ,ABILITY_DESC_QUARKDRIVE,ABILITY_EFFECT_QUARKDRIVE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_GOODASGOLD,284,NONE,283,ABILITY_GOODASGOLD,ABILITY_GOODASGOLD,CFRU_APPEND,おうごんのからだ,ABILITY_DESC_GOODASGOLD,ABILITY_EFFECT_GOODASGOLD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_VESSELOFRUIN,285,NONE,284,ABILITY_VESSELOFRUIN,ABILITY_VESSELOFRUIN,CFRU_APPEND,わざわいのうつわ,ABILITY_DESC_VESSELOFRUIN,ABILITY_EFFECT_VESSELOFRUIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SWORDOFRUIN,286,NONE,285,ABILITY_SWORDOFRUIN,ABILITY_SWORDOFRUIN,CFRU_APPEND,わざわいのつるぎ,ABILITY_DESC_SWORDOFRUIN,ABILITY_EFFECT_SWORDOFRUIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TABLETSOFRUIN,287,NONE,286,ABILITY_TABLETSOFRUIN,ABILITY_TABLETSOFRUIN,CFRU_APPEND,わざわいのおふだ,ABILITY_DESC_TABLETSOFRUIN,ABILITY_EFFECT_TABLETSOFRUIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_BEADSOFRUIN,288,NONE,287,ABILITY_BEADSOFRUIN,ABILITY_BEADSOFRUIN,CFRU_APPEND,わざわいのたま,ABILITY_DESC_BEADSOFRUIN,ABILITY_EFFECT_BEADSOFRUIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ORICHALCUMPULSE,289,NONE,288,ABILITY_ORICHALCUMPULSE,ABILITY_ORICHALCUMPULSE,CFRU_APPEND,ひひいろのこどう,ABILITY_DESC_ORICHALCUMPULSE,ABILITY_EFFECT_ORICHALCUMPULSE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HADRONENGINE,290,NONE,289,ABILITY_HADRONENGINE,ABILITY_HADRONENGINE,CFRU_APPEND,ハドロンエンジン,ABILITY_DESC_HADRONENGINE,ABILITY_EFFECT_HADRONENGINE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_OPPORTUNIST,291,NONE,290,ABILITY_OPPORTUNIST,ABILITY_OPPORTUNIST,CFRU_APPEND,びんじょう,ABILITY_DESC_OPPORTUNIST,ABILITY_EFFECT_OPPORTUNIST,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_CUDCHEW,292,NONE,291,ABILITY_CUDCHEW,ABILITY_CUDCHEW,CFRU_APPEND,はんすう,ABILITY_DESC_CUDCHEW,ABILITY_EFFECT_CUDCHEW,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SHARPNESS,293,NONE,292,ABILITY_SHARPNESS,ABILITY_SHARPNESS,CFRU_APPEND,きれあじ,ABILITY_DESC_SHARPNESS,ABILITY_EFFECT_SHARPNESS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SUPREMEOVERLORD,294,NONE,293,ABILITY_SUPREMEOVERLORD,ABILITY_SUPREMEOVERLORD,CFRU_APPEND,そうだいしょう,ABILITY_DESC_SUPREMEOVERLORD,ABILITY_EFFECT_SUPREMEOVERLORD,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_COSTAR,295,NONE,294,ABILITY_COSTAR,ABILITY_COSTAR,CFRU_APPEND,きょうえん,ABILITY_DESC_COSTAR,ABILITY_EFFECT_COSTAR,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TOXICDEBRIS,296,NONE,295,ABILITY_TOXICDEBRIS,ABILITY_TOXICDEBRIS,CFRU_APPEND,どくげしょう,ABILITY_DESC_TOXICDEBRIS,ABILITY_EFFECT_TOXICDEBRIS,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_ARMORTAIL,297,NONE,296,ABILITY_ARMORTAIL,ABILITY_ARMORTAIL,CFRU_APPEND,テイルアーマー,ABILITY_DESC_ARMORTAIL,ABILITY_EFFECT_ARMORTAIL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_EARTHEATER,298,NONE,297,ABILITY_EARTHEATER,ABILITY_EARTHEATER,CFRU_APPEND,どしょく,ABILITY_DESC_EARTHEATER,ABILITY_EFFECT_EARTHEATER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MYCELIUMMIGHT,299,NONE,298,ABILITY_MYCELIUMMIGHT,ABILITY_MYCELIUMMIGHT,CFRU_APPEND,きんしのちから,ABILITY_DESC_MYCELIUMMIGHT,ABILITY_EFFECT_MYCELIUMMIGHT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_HOSPITALITY,300,NONE,299,ABILITY_HOSPITALITY,ABILITY_HOSPITALITY,CFRU_APPEND,おもてなし,ABILITY_DESC_HOSPITALITY,ABILITY_EFFECT_HOSPITALITY,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_MINDSEYE,301,NONE,300,ABILITY_MINDSEYE,ABILITY_MINDSEYE,CFRU_APPEND,しんがん,ABILITY_DESC_MINDSEYE,ABILITY_EFFECT_MINDSEYE,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_EMBODYASPECT_TEALMASK,302,NONE,301,ABILITY_EMBODYASPECT_TEALMASK,ABILITY_EMBODYASPECT_TEALMASK,CFRU_APPEND,おもかげやどし,ABILITY_DESC_EMBODYASPECT_TEALMASK,ABILITY_EFFECT_EMBODYASPECT_TEALMASK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_EMBODYASPECT_HEARTHFLAMEMASK,303,NONE,302,ABILITY_EMBODYASPECT_HEARTHFLAMEMASK,ABILITY_EMBODYASPECT_HEARTHFLAMEMASK,CFRU_APPEND,おもかげやどし,ABILITY_DESC_EMBODYASPECT_HEARTHFLAMEMASK,ABILITY_EFFECT_EMBODYASPECT_HEARTHFLAMEMASK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_EMBODYASPECT_WELLSPRINGMASK,304,NONE,303,ABILITY_EMBODYASPECT_WELLSPRINGMASK,ABILITY_EMBODYASPECT_WELLSPRINGMASK,CFRU_APPEND,おもかげやどし,ABILITY_DESC_EMBODYASPECT_WELLSPRINGMASK,ABILITY_EFFECT_EMBODYASPECT_WELLSPRINGMASK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_EMBODYASPECT_CORNERSTONEMASK,305,NONE,304,ABILITY_EMBODYASPECT_CORNERSTONEMASK,ABILITY_EMBODYASPECT_CORNERSTONEMASK,CFRU_APPEND,おもかげやどし,ABILITY_DESC_EMBODYASPECT_CORNERSTONEMASK,ABILITY_EFFECT_EMBODYASPECT_CORNERSTONEMASK,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TOXICCHAIN,306,NONE,305,ABILITY_TOXICCHAIN,ABILITY_TOXICCHAIN,CFRU_APPEND,どくのくさり,ABILITY_DESC_TOXICCHAIN,ABILITY_EFFECT_TOXICCHAIN,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_SUPERSWEETSYRUP,307,NONE,306,ABILITY_SUPERSWEETSYRUP,ABILITY_SUPERSWEETSYRUP,CFRU_APPEND,かんろなミツ,ABILITY_DESC_SUPERSWEETSYRUP,ABILITY_EFFECT_SUPERSWEETSYRUP,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TERASHIFT,308,NONE,307,ABILITY_TERASHIFT,ABILITY_TERASHIFT,CFRU_APPEND,テラスチェンジ,ABILITY_DESC_TERASHIFT,ABILITY_EFFECT_TERASHIFT,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TERASHELL,309,NONE,308,ABILITY_TERASHELL,ABILITY_TERASHELL,CFRU_APPEND,テラスシェル,ABILITY_DESC_TERASHELL,ABILITY_EFFECT_TERASHELL,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_TERAFORMZERO,310,NONE,309,ABILITY_TERAFORMZERO,ABILITY_TERAFORMZERO,CFRU_APPEND,ゼロフォーミング,ABILITY_DESC_TERAFORMZERO,ABILITY_EFFECT_TERAFORMZERO,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
ABILITY_KEY_POISONPUPPETEER,311,NONE,310,ABILITY_POISONPUPPETEER,ABILITY_POISONPUPPETEER,CFRU_APPEND,どくくぐつ,ABILITY_DESC_POISONPUPPETEER,ABILITY_EFFECT_POISONPUPPETEER,T06_CFRU_RUNTIME_BIND_PENDING,APPENDED,CFRU/DPE source ID alias generated
