species_key,canonical_id,display_name,target_status,completion_weight,current_audit_class,proof_strength,current_method,current_runtime_status,current_physical_status,current_evidence,designed_primary_route_key,designed_method,designed_runtime_status,designed_physical_status,designed_evidence,remaining_exact_rom_gate
SPECIES_KEY_ZERAORA,1259,ゼラオラ,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1259_ZERAORA,FIXED_CAPTURE,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_MELTAN,1264,メルタン,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1264_MELTAN,GIFT,READY_TO_INTEGRATE,READY_TO_SERIALIZE,special master + exact Kanto host JSON + data-driven event runtime,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_MELMETAL,1265,メルメタル,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1265_MELMETAL,EVOLUTION_SUPPORT,READY_TO_INTEGRATE,GLOBAL_RUNTIME,special master + explicit evolution/gift chain design,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_GROOKEY,1283,サルノリ,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1283_GROOKEY,RESEARCH_EGG,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_THWACKEY,1284,バチンキー,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1284_THWACKEY,EVOLUTION,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_RILLABOOM,1285,ゴリランダー,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1285_RILLABOOM,EVOLUTION,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_SCORBUNNY,1286,ヒバニー,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1286_SCORBUNNY,RESEARCH_EGG,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_RABOOT,1287,ラビフット,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1287_RABOOT,EVOLUTION,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_CINDERACE,1288,エースバーン,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1288_CINDERACE,EVOLUTION,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_SOBBLE,1289,メッソン,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1289_SOBBLE,RESEARCH_EGG,READY_TO_INTEGRATE,READY_TO_SERIALIZE,analysis/STARTER_LAB_EVENT_STATUS_24.csv + exact Oak lab host JSON,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_DRIZZILE,1290,ジメレオン,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1290_DRIZZILE,EVOLUTION,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_INTELEON,1291,インテレオン,REQUIRED_BASE,1,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,NO_CURRENT_ENTRY_IN_SUPPLIED_AUDIT,NO_VERIFIED_WILD_OR_EVOLUTION_ENTRY,EVENT_OR_GIFT_ENTRY_NOT_VERIFIED_IN_SUPPLIED_ROM,ENTRY_INTEGRATION_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; no direct source and no forward evolution closure from a supplied direct source,ROUTE_1291_INTELEON,EVOLUTION,READY_TO_INTEGRATE_AFTER_SOURCE_EVENT,GLOBAL_RUNTIME,official evolution master + source species acquisition route,integrate the designed runtime/host and pass exact-ROM acceptance
SPECIES_KEY_SKWOVET,1292,ホシガリス,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/12:K01:FISHING:Lv68-72; ROM_WILD:96/12:K01:LAND:Lv68-72; ROM_WILD:96/12:K01:ROCK:Lv68-72; ROM_WILD:96/12:K01:WATER:Lv68-72; TOHOKU_ECOLOGY:T501:大量発生:Lv2-5,ROUTE_1292_SKWOVET,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T501:大量発生:Lv2-5,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_GREEDENT,1293,ヨクバリス,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1292 (ホシガリス); evolution table root 0x09F79290,ROUTE_1293_GREEDENT,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1292; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_ROOKIDEE,1294,ココガラ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/13:K02:FISHING:Lv69-73; ROM_WILD:96/13:K02:LAND:Lv69-73; TOHOKU_ECOLOGY:T502:ずつき／朝昼オーバーレイ:Lv3-6,ROUTE_1294_ROOKIDEE,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T502:ずつき／朝昼オーバーレイ:Lv3-6,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_CORVISQUIRE,1295,アオガラス,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1294 (ココガラ); evolution table root 0x09F79290,ROUTE_1295_CORVISQUIRE,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1294; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_CORVIKNIGHT,1296,アーマーガア,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=2; predecessor canonical id 1295 (アオガラス); evolution table root 0x09F79290,ROUTE_1296_CORVIKNIGHT,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1295; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_BLIPBUG,1297,サッチムシ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/1:K26:FISHING:Lv70-76; ROM_WILD:96/1:K26:LAND:Lv70-76; ROM_WILD:97/0:K26:FISHING:Lv70-76; ROM_WILD:97/0:K26:LAND:Lv70-76; TOHOKU_ECOLOGY:T026:ずつき／朝昼オーバーレイ:Lv38-48,ROUTE_1297_BLIPBUG,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T026:ずつき／朝昼オーバーレイ:Lv38-48,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_DOTTLER,1298,レドームシ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1297 (サッチムシ); evolution table root 0x09F79290,ROUTE_1298_DOTTLER,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1297; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_ORBEETLE,1299,イオルブ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=2; predecessor canonical id 1298 (レドームシ); evolution table root 0x09F79290,ROUTE_1299_ORBEETLE,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1298; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_NICKIT,1300,クスネ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/18:K07:FISHING:Lv78-83; ROM_WILD:96/18:K07:LAND:Lv78-83; ROM_WILD:96/18:K07:ROCK:Lv78-83; ROM_WILD:96/18:K07:WATER:Lv78-83; ROM_WILD:97/33:K07:FISHING:Lv78-83; ROM_WILD:97/33:K07:LAND:Lv78-83; ROM_WILD:97/33:K07:ROCK:Lv78-83; ROM_WILD:97/33:K07:WATER:Lv78-83; TOHOKU_ECOLOGY:T503:夜間オーバーレイ:Lv5-9,ROUTE_1300_NICKIT,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T503:夜間オーバーレイ:Lv5-9,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_THIEVUL,1301,フォクスライ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1300 (クスネ); evolution table root 0x09F79290,ROUTE_1301_THIEVUL,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1300; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_GOSSIFLEUR,1302,ヒメンカ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,CONNECTED_ECOLOGY_RUNTIME,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,TOHOKU_ECOLOGY:T504:草むらオーバーレイ:Lv9-13,ROUTE_1302_GOSSIFLEUR,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T504:草むらオーバーレイ:Lv9-13,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_ELDEGOSS,1303,ワタシラガ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1302 (ヒメンカ); evolution table root 0x09F79290,ROUTE_1303_ELDEGOSS,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1302; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_WOOLOO,1304,ウールー,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/25:K14:FISHING:Lv84-89; ROM_WILD:96/25:K14:LAND:Lv84-89; ROM_WILD:96/25:K14:ROCK:Lv84-89; ROM_WILD:96/25:K14:WATER:Lv84-89; TOHOKU_ECOLOGY:T519:草むらオーバーレイ:Lv41-48,ROUTE_1304_WOOLOO,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T519:草むらオーバーレイ:Lv41-48,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_DUBWOOL,1305,バイウールー,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1304 (ウールー); evolution table root 0x09F79290,ROUTE_1305_DUBWOOL,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1304; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_CHEWTLE,1306,カムカメ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/17:K06:FISHING:Lv75-80; ROM_WILD:96/17:K06:LAND:Lv75-80; ROM_WILD:96/17:K06:ROCK:Lv75-80; ROM_WILD:97/32:K06:FISHING:Lv75-80; ROM_WILD:97/32:K06:LAND:Lv75-80; ROM_WILD:97/32:K06:ROCK:Lv75-80; TOHOKU_ECOLOGY:T508:釣りオーバーレイ:Lv19-25,ROUTE_1306_CHEWTLE,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T508:釣りオーバーレイ:Lv19-25,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_DREDNAW,1307,カジリガメ,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1306 (カムカメ); evolution table root 0x09F79290,ROUTE_1307_DREDNAW,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1306; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_YAMPER,1308,ワンパチ,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:96/21:K10:FISHING:Lv78-84; ROM_WILD:96/21:K10:LAND:Lv78-84; TOHOKU_ECOLOGY:T029:大量発生:Lv30-40,ROUTE_1308_YAMPER,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T029:大量発生:Lv30-40,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_BOLTUND,1309,パルスワン,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1308 (ワンパチ); evolution table root 0x09F79290,ROUTE_1309_BOLTUND,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1308; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
SPECIES_KEY_ROLYCOLY,1310,タンドン,REQUIRED_BASE,1,EXISTING_ROM_WILD_OR_ECOLOGY,STRICT_ROM_DIRECT_SOURCE_VERIFIED,ROM_WILD_TABLE,ROM_DIRECT_SOURCE_VERIFIED_FROM_SUPPLIED_EXACT_AUDIT,EXACT_ROM_AUDIT_EVIDENCE_SUPPLIED,ROM_WILD:97/59:K39:FISHING:Lv91-98; ROM_WILD:97/59:K39:LAND:Lv91-98; ROM_WILD:97/59:K39:ROCK:Lv91-98; ROM_WILD:97/60:K39:FISHING:Lv91-98; ROM_WILD:97/60:K39:LAND:Lv91-98; ROM_WILD:97/60:K39:ROCK:Lv91-98; ROM_WILD:97/61:K39:FISHING:Lv91-98; ROM_WILD:97/61:K39:LAND:Lv91-98; ROM_WILD:97/61:K39:ROCK:Lv91-98; ROM_WILD:97/62:K39:FISHING:Lv91-98; ROM_WILD:97/62:K39:LAND:Lv91-98; ROM_WILD:97/62:K39:ROCK:Lv91-98; TOHOKU_ECOLOGY:T024:いわくだき／DexNav:Lv6-9,ROUTE_1310_ROLYCOLY,ECOLOGY_OVERLAY,ROM_REACHABLE_VERIFIED,EXISTING_ROM_VERIFIED,TOHOKU_ECOLOGY:T024:いわくだき／DexNav:Lv6-9,capture/save regression remains; direct encounter source itself is evidenced
SPECIES_KEY_CARKOL,1311,トロッゴン,REQUIRED_BASE,1,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,EXACT_EVOLUTION_EDGE_ONLY,EXACT_EVOLUTION_TABLE_EDGE,EXACT_EVOLUTION_EDGE_PRESENT_TRIGGER_SUPPLY_UNVERIFIED,TABLE_EDGE_VERIFIED_GLOBAL_TRIGGER_AUDIT_REQUIRED,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; distance=1; predecessor canonical id 1310 (タンドン); evolution table root 0x09F79290,ROUTE_1311_CARKOL,EVOLUTION,ROM_EVOLUTION_EDGE_VERIFIED_TRIGGER_SUPPLY_AUDIT_REQUIRED,GLOBAL_RUNTIME,analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv; predecessor canonical id 1310; evolution root 0x09F79290,"verify trigger, item, move, time, place, party predicates, storage, and save on exact ROM"
