event_key,state_key,entry_condition,actions,next_on_success,next_on_defeat,next_on_escape,next_on_cancel,next_on_party_full,next_on_box_full,persisted_writes,rollback_actions
EVENT_REGIONAL_EGG_1398,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1398,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1398,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1398,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1398,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1401,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1401,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1401,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1401,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1401,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1401,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1401,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1401,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1401,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1406,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1406,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1406,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1406,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1406,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1406,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1406,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1406,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1406,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1408,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1408,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1408,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1408,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1408,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1408,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1408,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1408,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1408,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1413,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1413,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1413,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1413,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1413,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1413,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1413,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1413,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1413,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1420,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1420,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1420,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1420,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1420,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1420,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1420,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1420,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1420,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1421,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1421,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1421,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1421,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1421,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1421,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1421,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1421,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1421,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1424,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1424,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1424,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1424,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1424,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1424,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1424,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1424,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1424,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1593,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_REGIONAL_EGG_1593,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_REGIONAL_EGG_1593,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_REGIONAL_EGG_1593,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1593,EXECUTE,pending valid,run EGG adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1593,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_REGIONAL_EGG_1593,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1593,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_REGIONAL_EGG_1593,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0138,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0138,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0138,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0138,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0138,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0138,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0138,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0138,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0138,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0140,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0140,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0140,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0140,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0140,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0140,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0140,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0140,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0140,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0347,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0347,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0347,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0347,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0347,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0347,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0347,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0347,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0347,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0408,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0408,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0408,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0408,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0408,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0408,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0408,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0408,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0408,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0410,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0410,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0410,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0410,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0410,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0410,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0410,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0410,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0410,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0564,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0564,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0564,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0564,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0564,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0564,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0564,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0564,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0564,DONE,ledger or commit true,show SUCCESS or ALREADY; no duplicate,DONE,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0566,CHECK_UNLOCK,host interaction,test unlock expression,CHECK_LEDGER,LOCKED,LOCKED,LOCKED,LOCKED,LOCKED,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0566,CHECK_LEDGER,unlock true,test shared ledger/dex migration,OFFER,DONE,DONE,DONE,DONE,DONE,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0566,OFFER,not already complete,show INTRO; Yes/No,PREPARE,RETRY,RETRY,RETRY,RETRY,RETRY,NONE,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0566,PREPARE,Yes selected,write pending transaction only; reserve no item/flag,EXECUTE,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0566,EXECUTE,pending valid,run FOSSIL adapter,COMMIT,RETRY,RETRY,RETRY,FULL,FULL,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0566,COMMIT,operation success,"write ledger, dex, claim count; persist atomically; clear pending",DONE,RETRY,RETRY,RETRY,RETRY,RETRY,ledger+dex+claim only in COMMIT,NONE
EVENT_FOSSIL_RESTORE_NATIONAL_0566,RETRY,cancel/defeat/escape/reset recovery,clear pending; leave encounter/claim available,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
EVENT_FOSSIL_RESTORE_NATIONAL_0566,FULL,party/PC/queue unavailable,show FULL; consume nothing; clear pending,OFFER,OFFER,OFFER,OFFER,OFFER,OFFER,NONE,clear pending; restore unconsumed source item; no capture ledger write
