national_no,species_key,canonical_id,display_name,group,vega_existing,source_event_arc,new_event_arc,event_key,host_key,entry_type,prerequisite_species_key,capture_level,unlock_key,condition_expression,shared_capture_key,repeatability,defeat_escape_policy,party_box_policy,current_rom_evidence,primary_route_policy,physical_status,runtime_status,dialogue_key,acceptance_test_prefix,notes
892,SPECIES_KEY_URSHIFU_SINGLE,1365,ウーラオス,伝説,no,双拳の道,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0892,HOST_GALAR_CROWN,EVOLUTION_SUPPORT,SPECIES_KEY_KUBFU,,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (殿堂入り),SHARED_CAPTURE_KEY_NATIONAL_0892,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0892,TEST_EVENT_SPECIAL_NATIONAL_0892,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
893,SPECIES_KEY_ZARUDE,1366,ザルード,幻,no,深緑の守護者,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0893,HOST_GALAR_CROWN,CAPTURE,,80,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (全国研究ランク4),SHARED_CAPTURE_KEY_NATIONAL_0893,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0893,TEST_EVENT_SPECIAL_NATIONAL_0893,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
894,SPECIES_KEY_REGIELEKI,1367,レジエレキ,伝説,no,新たな巨人,ARC_ANCIENT_GIANTS,EVENT_SPECIAL_NATIONAL_0894,HOST_ANCIENT_GIANTS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (レジ系3体登録),SHARED_CAPTURE_KEY_NATIONAL_0894,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0894,TEST_EVENT_SPECIAL_NATIONAL_0894,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
895,SPECIES_KEY_REGIDRAGO,1368,レジドラゴ,伝説,no,新たな巨人,ARC_ANCIENT_GIANTS,EVENT_SPECIAL_NATIONAL_0895,HOST_ANCIENT_GIANTS,CAPTURE,,75,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (レジ系3体登録),SHARED_CAPTURE_KEY_NATIONAL_0895,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0895,TEST_EVENT_SPECIAL_NATIONAL_0895,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
896,SPECIES_KEY_GLASTRIER,1369,ブリザポス,伝説,no,雪原の王冠,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0896,HOST_GALAR_CROWN,CAPTURE,,75,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (殿堂入り＋豊穣イベント),SHARED_CAPTURE_KEY_NATIONAL_0896,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0896,TEST_EVENT_SPECIAL_NATIONAL_0896,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
897,SPECIES_KEY_SPECTRIER,1370,レイスポス,伝説,no,雪原の王冠,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0897,HOST_GALAR_CROWN,CAPTURE,,75,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (殿堂入り＋豊穣イベント),SHARED_CAPTURE_KEY_NATIONAL_0897,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0897,TEST_EVENT_SPECIAL_NATIONAL_0897,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
898,SPECIES_KEY_CALYREX,1371,バドレックス,伝説,no,雪原の王冠,ARC_GALAR_CROWN,EVENT_SPECIAL_NATIONAL_0898,HOST_GALAR_CROWN,CAPTURE,,75,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (殿堂入り＋豊穣イベント),SHARED_CAPTURE_KEY_NATIONAL_0898,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0898,TEST_EVENT_SPECIAL_NATIONAL_0898,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
905,SPECIES_KEY_ENAMORUS,1439,ラブトロス,伝説,no,四風の石柱,ARC_HISUI_MEMORY,EVENT_SPECIAL_NATIONAL_0905,HOST_RUINOUS_SEALS,CAPTURE,,75,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋天候観測器),SHARED_CAPTURE_KEY_NATIONAL_0905,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0905,TEST_EVENT_SPECIAL_NATIONAL_0905,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
984,SPECIES_KEY_GREAT_TUSK,1562,イダイナキバ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_0984,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0984,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0984,TEST_EVENT_SPECIAL_NATIONAL_0984,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
985,SPECIES_KEY_SCREAM_TAIL,1563,サケブシッポ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_0985,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0985,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0985,TEST_EVENT_SPECIAL_NATIONAL_0985,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
986,SPECIES_KEY_BRUTE_BONNET,1564,アラブルタケ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_0986,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0986,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0986,TEST_EVENT_SPECIAL_NATIONAL_0986,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
987,SPECIES_KEY_FLUTTER_MANE,1565,ハバタクカミ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_0987,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0987,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0987,TEST_EVENT_SPECIAL_NATIONAL_0987,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
988,SPECIES_KEY_SLITHER_WING,1566,チヲハウハネ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_0988,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0988,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0988,TEST_EVENT_SPECIAL_NATIONAL_0988,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
989,SPECIES_KEY_SANDY_SHOCKS,1567,スナノケガワ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_0989,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0989,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0989,TEST_EVENT_SPECIAL_NATIONAL_0989,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
990,SPECIES_KEY_IRON_TREADS,1568,テツノワダチ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_0990,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0990,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0990,TEST_EVENT_SPECIAL_NATIONAL_0990,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
991,SPECIES_KEY_IRON_BUNDLE,1569,テツノツツミ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_0991,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0991,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0991,TEST_EVENT_SPECIAL_NATIONAL_0991,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
992,SPECIES_KEY_IRON_HANDS,1570,テツノカイナ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_0992,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0992,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0992,TEST_EVENT_SPECIAL_NATIONAL_0992,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
993,SPECIES_KEY_IRON_JUGULIS,1571,テツノコウベ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_0993,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0993,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0993,TEST_EVENT_SPECIAL_NATIONAL_0993,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
994,SPECIES_KEY_IRON_MOTH,1572,テツノドクガ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_0994,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0994,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0994,TEST_EVENT_SPECIAL_NATIONAL_0994,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
995,SPECIES_KEY_IRON_THORNS,1573,テツノイバラ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_0995,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_0995,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0995,TEST_EVENT_SPECIAL_NATIONAL_0995,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1001,SPECIES_KEY_WO_CHIEN,1580,チオンジェン,伝説,no,災いの四封,ARC_RUINOUS_SEALS,EVENT_SPECIAL_NATIONAL_1001,HOST_RUINOUS_SEALS,CAPTURE,,90,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1001,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1001,TEST_EVENT_SPECIAL_NATIONAL_1001,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1002,SPECIES_KEY_CHIEN_PAO,1581,パオジアン,伝説,no,災いの四封,ARC_RUINOUS_SEALS,EVENT_SPECIAL_NATIONAL_1002,HOST_RUINOUS_SEALS,CAPTURE,,90,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1002,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1002,TEST_EVENT_SPECIAL_NATIONAL_1002,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1003,SPECIES_KEY_TING_LU,1582,ディンルー,伝説,no,災いの四封,ARC_RUINOUS_SEALS,EVENT_SPECIAL_NATIONAL_1003,HOST_RUINOUS_SEALS,CAPTURE,,90,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1003,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1003,TEST_EVENT_SPECIAL_NATIONAL_1003,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1004,SPECIES_KEY_CHI_YU,1583,イーユイ,伝説,no,災いの四封,ARC_RUINOUS_SEALS,EVENT_SPECIAL_NATIONAL_1004,HOST_RUINOUS_SEALS,CAPTURE,,90,UNLOCK_SPHERE_RUINS_CLEAR,UNLOCK_SPHERE_RUINS_CLEAR AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1004,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1004,TEST_EVENT_SPECIAL_NATIONAL_1004,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1005,SPECIES_KEY_ROARING_MOON,1584,トドロクツキ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_1005,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1005,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1005,TEST_EVENT_SPECIAL_NATIONAL_1005,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1006,SPECIES_KEY_IRON_VALIANT,1585,テツノブジン,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_1006,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1006,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1006,TEST_EVENT_SPECIAL_NATIONAL_1006,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1007,SPECIES_KEY_KORAIDON,1586,コライドン,伝説,no,過去と未来の走者,ARC_AREA_ZERO_CORE,EVENT_SPECIAL_NATIONAL_1007,HOST_AREA_ZERO,CAPTURE,,100,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後＋パラドックス調査),SHARED_CAPTURE_KEY_NATIONAL_1007,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1007,TEST_EVENT_SPECIAL_NATIONAL_1007,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1008,SPECIES_KEY_MIRAIDON,1587,ミライドン,伝説,no,過去と未来の走者,ARC_AREA_ZERO_CORE,EVENT_SPECIAL_NATIONAL_1008,HOST_AREA_ZERO,CAPTURE,,100,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後＋パラドックス調査),SHARED_CAPTURE_KEY_NATIONAL_1008,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1008,TEST_EVENT_SPECIAL_NATIONAL_1008,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1009,SPECIES_KEY_WALKING_WAKE,1588,ウネルミナモ,パラドックス,no,時代裂け目調査,ARC_PARADOX_PAST,EVENT_SPECIAL_NATIONAL_1009,HOST_ANCIENT_GIANTS,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1009,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1009,TEST_EVENT_SPECIAL_NATIONAL_1009,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1010,SPECIES_KEY_IRON_LEAVES,1589,テツノイサハ,パラドックス,no,時代裂け目調査,ARC_PARADOX_FUTURE,EVENT_SPECIAL_NATIONAL_1010,HOST_FUTURE_CORE,CAPTURE,,90,UNLOCK_PARADOX_RESEARCH,UNLOCK_PARADOX_RESEARCH AND (スフィアいせき後),SHARED_CAPTURE_KEY_NATIONAL_1010,反復可,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1010,TEST_EVENT_SPECIAL_NATIONAL_1010,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
1014,SPECIES_KEY_OKIDOGI,1600,イイネイヌ,伝説,no,仮面祭とくさりもち,ARC_KITAKAMI_MASK,EVENT_SPECIAL_NATIONAL_1014,HOST_KITAKAMI_MASK,CAPTURE,,75,UNLOCK_RESEARCH_RANK_5,UNLOCK_RESEARCH_RANK_5 AND (殿堂入り＋研究ランク5),SHARED_CAPTURE_KEY_NATIONAL_1014,1回／倒した場合は殿堂入り再更新で復活,ledger未commit。map再読込または同端末再選択で再戦。,捕獲は通常box、gift/eggはparty→PC→queue。全満杯時は未消費。,EVENT_ENTRY_NOT_AUDITED,KANTO_THEMED_EVENT_PRIMARY,READY_TO_SERIALIZE,READY_TO_INTEGRATE,DIALOGUE_EVENT_SPECIAL_NATIONAL_1014,TEST_EVENT_SPECIAL_NATIONAL_1014,一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
