collection_key,species_key,canonical_id,display_name,national_no,vega_internal_id,base_or_form,target_status,completion_weight,route_required,is_official,family_key,form_key,source_classification,current_audit_class,exclusion_reason,evidence,notes
COLLECTION_CATALOG_1249,SPECIES_KEY_MINIOR_YELLOW,1249,メテノ,774,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0400,FORM_KEY_MINIOR_YELLOW,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1250,SPECIES_KEY_MINIOR_INDIGO,1250,メテノ,774,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0400,FORM_KEY_MINIOR_INDIGO,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1251,SPECIES_KEY_MINIOR_GREEN,1251,メテノ,774,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0400,FORM_KEY_MINIOR_GREEN,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1252,SPECIES_KEY_MINIOR_VIOLET,1252,メテノ,774,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0400,FORM_KEY_MINIOR_VIOLET,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1253,SPECIES_KEY_MIMIKYU_BUSTED,1253,ミミッキュ,778,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0404,FORM_KEY_MIMIKYU_BUSTED,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1254,SPECIES_KEY_MAGEARNA_P,1254,マギアナ,801,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0422,FORM_KEY_MAGEARNA_P,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_NATIONAL_0803,SPECIES_KEY_POIPOLE,1255,ベベノム,803,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0424,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0804,SPECIES_KEY_NAGANADEL,1256,アーゴヨン,804,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0424,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0805,SPECIES_KEY_STAKATAKA,1257,ツンデツンデ,805,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0425,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0806,SPECIES_KEY_BLACEPHALON,1258,ズガドーン,806,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0426,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0807,SPECIES_KEY_ZERAORA,1259,ゼラオラ,807,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0427,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_CATALOG_1260,SPECIES_KEY_NECROZMA_DUSK_MANE,1260,ネクロズマ,800,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0421,FORM_KEY_NECROZMA_DUSK_MANE,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1261,SPECIES_KEY_NECROZMA_DAWN_WINGS,1261,ネクロズマ,800,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0421,FORM_KEY_NECROZMA_DAWN_WINGS,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1262,SPECIES_KEY_NECROZMA_ULTRA,1262,ネクロズマ,800,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0421,FORM_KEY_NECROZMA_ULTRA,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1263,SPECIES_KEY_LYCANROC_DUSK,1263,ルガルガン,745,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0383,FORM_KEY_LYCANROC_DUSK,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_NATIONAL_0808,SPECIES_KEY_MELTAN,1264,メルタン,808,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0428,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0809,SPECIES_KEY_MELMETAL,1265,メルメタル,809,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0429,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_CATALOG_1266,SPECIES_KEY_PIKACHU_SURFING,1266,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_SURFING,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1267,SPECIES_KEY_PIKACHU_FLYING,1267,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_FLYING,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1268,SPECIES_KEY_PIKACHU_COSPLAY,1268,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_COSPLAY,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1269,SPECIES_KEY_PIKACHU_LIBRE,1269,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_LIBRE,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1270,SPECIES_KEY_PIKACHU_POP_STAR,1270,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_POP_STAR,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1271,SPECIES_KEY_PIKACHU_ROCK_STAR,1271,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_ROCK_STAR,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1272,SPECIES_KEY_PIKACHU_BELLE,1272,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_BELLE,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1273,SPECIES_KEY_PIKACHU_PHD,1273,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_PHD,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1274,SPECIES_KEY_PIKACHU_CAP_ORIGINAL,1274,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_ORIGINAL,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1275,SPECIES_KEY_PIKACHU_CAP_HOENN,1275,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_HOENN,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1276,SPECIES_KEY_PIKACHU_CAP_SINNOH,1276,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_SINNOH,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1277,SPECIES_KEY_PIKACHU_CAP_UNOVA,1277,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_UNOVA,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1278,SPECIES_KEY_PIKACHU_CAP_KALOS,1278,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_KALOS,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1279,SPECIES_KEY_PIKACHU_CAP_ALOLA,1279,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_ALOLA,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1280,SPECIES_KEY_PIKACHU_CAP_PARTNER,1280,ピカチュウ,25,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PIKACHU_CAP_PARTNER,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1281,SPECIES_KEY_PICHU_SPIKY,1281,ピチュー,172,,FORM,OPTIONAL_FORM,0,no,true,OFFICIAL_CHAIN_0010,FORM_KEY_PICHU_SPIKY,DPE_FORM_APPEND,OPTIONAL_NOT_AUDITED,全国図鑑番号を共有する恒常・外見差分。完成数には加算しない,snapshot/manifests/species_ids.csv,
COLLECTION_CATALOG_1282,SPECIES_KEY_XERNEAS_NATURAL,1282,ゼルネアス,716,,FORM,BATTLE_ONLY_EXCLUDED,0,no,true,OFFICIAL_CHAIN_0368,FORM_KEY_XERNEAS_NATURAL,DPE_FORM_APPEND,TARGET_EXCLUDED,戦闘中／一時変身／巨大化等の状態,snapshot/manifests/species_ids.csv,
COLLECTION_NATIONAL_0810,SPECIES_KEY_GROOKEY,1283,サルノリ,810,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0430,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0811,SPECIES_KEY_THWACKEY,1284,バチンキー,811,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0430,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0812,SPECIES_KEY_RILLABOOM,1285,ゴリランダー,812,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0430,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0813,SPECIES_KEY_SCORBUNNY,1286,ヒバニー,813,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0431,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0814,SPECIES_KEY_RABOOT,1287,ラビフット,814,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0431,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0815,SPECIES_KEY_CINDERACE,1288,エースバーン,815,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0431,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0816,SPECIES_KEY_SOBBLE,1289,メッソン,816,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0432,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0817,SPECIES_KEY_DRIZZILE,1290,ジメレオン,817,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0432,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0818,SPECIES_KEY_INTELEON,1291,インテレオン,818,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0432,,DPE_SPECIES_APPEND,EVENT_GIFT_OR_ROUTE_AUDIT_REQUIRED,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0819,SPECIES_KEY_SKWOVET,1292,ホシガリス,819,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0433,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0820,SPECIES_KEY_GREEDENT,1293,ヨクバリス,820,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0433,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0821,SPECIES_KEY_ROOKIDEE,1294,ココガラ,821,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0434,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0822,SPECIES_KEY_CORVISQUIRE,1295,アオガラス,822,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0434,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0823,SPECIES_KEY_CORVIKNIGHT,1296,アーマーガア,823,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0434,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0824,SPECIES_KEY_BLIPBUG,1297,サッチムシ,824,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0435,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0825,SPECIES_KEY_DOTTLER,1298,レドームシ,825,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0435,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0826,SPECIES_KEY_ORBEETLE,1299,イオルブ,826,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0435,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0827,SPECIES_KEY_NICKIT,1300,クスネ,827,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0436,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0828,SPECIES_KEY_THIEVUL,1301,フォクスライ,828,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0436,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0829,SPECIES_KEY_GOSSIFLEUR,1302,ヒメンカ,829,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0437,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0830,SPECIES_KEY_ELDEGOSS,1303,ワタシラガ,830,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0437,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0831,SPECIES_KEY_WOOLOO,1304,ウールー,831,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0438,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0832,SPECIES_KEY_DUBWOOL,1305,バイウールー,832,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0438,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0833,SPECIES_KEY_CHEWTLE,1306,カムカメ,833,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0439,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0834,SPECIES_KEY_DREDNAW,1307,カジリガメ,834,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0439,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0835,SPECIES_KEY_YAMPER,1308,ワンパチ,835,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0440,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0836,SPECIES_KEY_BOLTUND,1309,パルスワン,836,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0440,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0837,SPECIES_KEY_ROLYCOLY,1310,タンドン,837,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0441,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0838,SPECIES_KEY_CARKOL,1311,トロッゴン,838,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0441,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0839,SPECIES_KEY_COALOSSAL,1312,セキタンザン,839,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0441,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0840,SPECIES_KEY_APPLIN,1313,カジッチュ,840,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0442,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0841,SPECIES_KEY_FLAPPLE,1314,アップリュー,841,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0442,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0842,SPECIES_KEY_APPLETUN,1315,タルップル,842,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0442,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0843,SPECIES_KEY_SILICOBRA,1316,スナヘビ,843,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0443,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0844,SPECIES_KEY_SANDACONDA,1317,サダイジャ,844,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0443,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0845,SPECIES_KEY_CRAMORANT,1318,ウッウ,845,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0444,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0846,SPECIES_KEY_ARROKUDA,1319,サシカマス,846,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0445,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0847,SPECIES_KEY_BARRASKEWDA,1320,カマスジョー,847,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0445,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0848,SPECIES_KEY_TOXEL,1321,エレズン,848,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0446,,DPE_SPECIES_APPEND,EXISTING_ROM_WILD_OR_ECOLOGY,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
COLLECTION_NATIONAL_0849,SPECIES_KEY_TOXTRICITY,1322,ストリンダー,849,,BASE,REQUIRED_BASE,1,yes,true,OFFICIAL_CHAIN_0446,,DPE_SPECIES_APPEND,EXISTING_ROM_EVOLUTION_EDGE_TRIGGER_AUDIT,,snapshot/manifests/species_ids.csv; analysis/CURRENT_ACQUISITION_COVERAGE_1231.csv,
