evolution_chain_id,root_name,family,types_in_family,family_category,vega_inclusion,primary_role,recommended_level_up_core,recommended_tm_core,recommended_tutor_core,progression_rule,overcoverage_rule,manual_review_priority
395,ナゲツケサル,ナゲツケサル,かくとう,通常生態,未収録・追加対象,物理アタッカー,いわくだき / ビルドアップ,ドレインパンチ,コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
396,コソクムシ,コソクムシ → グソクムシャ,みず / むし,通常生態,未収録・追加対象,物理アタッカー,むしくい / ねばねばネット / アクアジェット / あまごい / メガホーン / たきのぼり,とんぼがえり / アクアブレイク,むしくい / クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
397,スナバァ,スナバァ → シロデスナ,じめん / ゴースト,通常生態,未収録・追加対象,物理アタッカー,かげうち / おどろかす / どろかけ / マッドショット / ポルターガイスト / おにび / じしん / すなあらし,シャドークロー / じならし,ポルターガイスト / ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
398,ナマコブシ,ナマコブシ,みず,通常生態,未収録・追加対象,耐久・補助,アクアジェット / みずのはどう,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
399,タイプ：ヌル,タイプ：ヌル → シルヴァディ,ノーマル,伝説,未収録・追加対象,両刀・可変,ずつき / アンコール / のしかかり / ハイパーボイス,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
400,メテノ,メテノ,いわ / ひこう,人工・無機物,未収録・追加対象,特殊アタッカー,げんしのちから / ステルスロック / かぜおこし / おいかぜ,ステルスロック / アクロバット,メテオビーム / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
401,ネッコアラ,ネッコアラ,ノーマル,通常生態,未収録・追加対象,物理寄り,ずつき / アンコール,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
402,バクガメス,バクガメス,ほのお / ドラゴン,通常生態,未収録・追加対象,特殊アタッカー,ひのこ / おにび / りゅうのいぶき / りゅうのまい,かえんほうしゃ / ワイドブレイカー,ねっぷう / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
403,トゲデマル,トゲデマル,でんき / はがね,通常生態,未収録・追加対象,両刀・可変,スパーク / でんきショック / メタルクロー / ミラーショット,ボルトチェンジ / ラスターカノン,エレキネット / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
404,ミミッキュ,ミミッキュ,ゴースト / フェアリー,通常生態,未収録・追加対象,特殊アタッカー,おどろかす / おにび / ようせいのかぜ / あまえる,シャドークロー / マジカルシャイン,ポルターガイスト / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
405,ハギギシリ,ハギギシリ,みず / エスパー,通常生態,未収録・追加対象,特殊アタッカー,みずのはどう / あまごい / ねんりき / めいそう,アクアブレイク / サイコショック,クイックターン / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
406,ジジーロン,ジジーロン,ドラゴン / ノーマル,通常生態,未収録・追加対象,特殊アタッカー,スピードスター / アンコール / りゅうのいぶき / りゅうのまい,まもる / ワイドブレイカー,てだすけ / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
407,ダダリン,ダダリン,くさ / ゴースト,人工・無機物,未収録・追加対象,物理アタッカー,かげうち / おにび / はっぱカッター / やどりぎのタネ,シャドークロー / くさむすび,ポルターガイスト / グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
408,ジャラコ,ジャラコ → ジャランゴ → ジャラランガ,かくとう / ドラゴン,600族,未収録・追加対象,両刀・可変,ドラゴンテール / りゅうのまい / ドラゴンクロー / かわらわり / ビルドアップ / りゅうのはどう,ワイドブレイカー / ドレインパンチ,りゅうせいぐん / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
409,カプ・コケコ,カプ・コケコ,でんき / フェアリー,伝説,未収録・追加対象,特殊アタッカー,でんきショック / でんじは / ようせいのかぜ / あまえる,ボルトチェンジ / マジカルシャイン,エレキネット / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
410,カプ・テテフ,カプ・テテフ,エスパー / フェアリー,伝説,未収録・追加対象,特殊アタッカー,ねんりき / めいそう / ようせいのかぜ / あまえる,サイコショック / マジカルシャイン,トリック / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
411,カプ・ブルル,カプ・ブルル,くさ / フェアリー,伝説,未収録・追加対象,特殊アタッカー,メガドレイン / やどりぎのタネ / ようせいのかぜ / あまえる,くさむすび / マジカルシャイン,グラススライダー / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
412,カプ・レヒレ,カプ・レヒレ,みず / フェアリー,伝説,未収録・追加対象,特殊アタッカー,みずのはどう / あまごい / ようせいのかぜ / あまえる,アクアブレイク / マジカルシャイン,クイックターン / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
413,コスモッグ,コスモッグ → コスモウム → ソルガレオ → ルナアーラ,はがね / エスパー / ゴースト,伝説,未収録・追加対象,特殊アタッカー,ねんりき / めいそう / サイコショック / メテオドライブ / てっていこうせん / シャドーレイ / シャドーボール,サイコショック / ラスターカノン / シャドークロー,トリック / アイアンヘッド / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
414,ウツロイド,ウツロイド,いわ / どく,ウルトラビースト,未収録・追加対象,特殊アタッカー,げんしのちから / ステルスロック / アシッドボム / どくどく,ステルスロック / ベノムショック,メテオビーム / ダストシュート,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
415,マッシブーン,マッシブーン,かくとう / むし,ウルトラビースト,未収録・追加対象,物理寄り,むしくい / ねばねばネット / いわくだき / ビルドアップ,とんぼがえり / ドレインパンチ,むしくい / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
416,フェローチェ,フェローチェ,かくとう / むし,ウルトラビースト,未収録・追加対象,物理寄り,むしくい / ねばねばネット / いわくだき / ビルドアップ,とんぼがえり / ドレインパンチ,むしくい / コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
417,デンジュモク,デンジュモク,でんき,ウルトラビースト,未収録・追加対象,特殊アタッカー,でんきショック / でんじは,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
418,テッカグヤ,テッカグヤ,はがね / ひこう,ウルトラビースト,未収録・追加対象,特殊アタッカー,ミラーショット / てっぺき / かぜおこし / おいかぜ,ラスターカノン / アクロバット,アイアンヘッド / おいかぜ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
419,カミツルギ,カミツルギ,くさ / はがね,ウルトラビースト,未収録・追加対象,両刀・可変,はっぱカッター / メガドレイン / メタルクロー / ミラーショット,くさむすび / ラスターカノン,グラススライダー / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
420,アクジキング,アクジキング,あく / ドラゴン,ウルトラビースト,未収録・追加対象,特殊アタッカー,バークアウト / ちょうはつ / りゅうのいぶき / りゅうのまい,バークアウト / ワイドブレイカー,はたきおとす / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
421,ネクロズマ,ネクロズマ,エスパー,伝説,未収録・追加対象,両刀・可変,サイコカッター / ねんりき,サイコショック,トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
422,マギアナ,マギアナ,はがね / フェアリー,幻,未収録・追加対象,特殊アタッカー,ミラーショット / てっぺき / ようせいのかぜ / あまえる,ラスターカノン / マジカルシャイン,アイアンヘッド / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
423,マーシャドー,マーシャドー,かくとう / ゴースト,幻,未収録・追加対象,特殊アタッカー,しんくうは / ビルドアップ / おどろかす / おにび,ドレインパンチ / シャドークロー,コーチング / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
424,ベベノム,ベベノム → アーゴヨン,どく / ドラゴン,ウルトラビースト,未収録・追加対象,物理寄り,どくばり / アシッドボム / ダストシュート / どくどく / げきりん / りゅうのまい,ベノムショック / ワイドブレイカー,ダストシュート / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
425,ツンデツンデ,ツンデツンデ,いわ / はがね,ウルトラビースト,未収録・追加対象,物理寄り,いわおとし / ステルスロック / メタルクロー / てっぺき,ステルスロック / ラスターカノン,メテオビーム / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
426,ズガドーン,ズガドーン,ほのお / ゴースト,ウルトラビースト,未収録・追加対象,特殊寄り,ひのこ / おにび / おどろかす,かえんほうしゃ / シャドークロー,ねっぷう / ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
427,ゼラオラ,ゼラオラ,でんき,幻,未収録・追加対象,特殊アタッカー,でんきショック / でんじは,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
428,メルタン,メルタン,はがね,幻,未収録・追加対象,物理寄り,メタルクロー / てっぺき,ラスターカノン,アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
429,メルメタル,メルメタル,はがね,幻,未収録・追加対象,物理アタッカー,メタルクロー / てっぺき,ラスターカノン,アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
430,サルノリ,サルノリ → バチンキー → ゴリランダー,くさ,御三家,未収録・追加対象,物理アタッカー,メガドレイン / やどりぎのタネ / ギガドレイン / ドラムアタック / リーフブレード,くさむすび,グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
431,ヒバニー,ヒバニー → ラビフット → エースバーン,ほのお,御三家,未収録・追加対象,両刀・可変,ひのこ / おにび / かえんほうしゃ / かえんボール / ニトロチャージ,かえんほうしゃ,ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
432,メッソン,メッソン → ジメレオン → インテレオン,みず,御三家,未収録・追加対象,特殊アタッカー,アクアジェット / みずのはどう / アクアブレイク / なみのり / ねらいうち / ハイドロポンプ / あまごい,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
433,ホシガリス,ホシガリス → ヨクバリス,ノーマル,通常生態,未収録・追加対象,物理アタッカー,ずつき / アンコール / すてみタックル,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
434,ココガラ,ココガラ → アオガラス → アーマーガア,はがね / ひこう,通常生態,未収録・追加対象,物理アタッカー,つばさでうつ / かぜおこし / ドリルくちばし / エアスラッシュ / ブレイブバード / おいかぜ / ヘビーボンバー / てっぺき,アクロバット / ラスターカノン,おいかぜ / アイアンヘッド,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
435,サッチムシ,サッチムシ → レドームシ → イオルブ,むし / エスパー,通常生態,未収録・追加対象,特殊アタッカー,むしくい / ねばねばネット / シザークロス / むしのさざめき / しねんのずつき / サイコキネシス / かふんだんご / サイコショック,とんぼがえり / サイコショック,むしくい / トリック,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
436,クスネ,クスネ → フォクスライ,あく,通常生態,未収録・追加対象,特殊アタッカー,かみつく / ちょうはつ / イカサマ,バークアウト,はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
437,ヒメンカ,ヒメンカ → ワタシラガ,くさ,通常生態,未収録・追加対象,特殊アタッカー,メガドレイン / やどりぎのタネ / エナジーボール,くさむすび,グラススライダー,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
438,ウールー,ウールー → バイウールー,ノーマル,通常生態,未収録・追加対象,物理寄り,ずつき / アンコール / すてみタックル,まもる,てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
439,カムカメ,カムカメ → カジリガメ,いわ / みず,通常生態,未収録・追加対象,物理アタッカー,アクアジェット / みずのはどう / たきのぼり / あまごい / ストーンエッジ / ステルスロック,アクアブレイク / ステルスロック,クイックターン / メテオビーム,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
440,ワンパチ,ワンパチ → パルスワン,でんき,通常生態,未収録・追加対象,物理アタッカー,でんきショック / でんじは / ワイルドボルト,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
441,タンドン,タンドン → トロッゴン → セキタンザン,いわ / ほのお,通常生態,未収録・追加対象,物理アタッカー,いわおとし / ステルスロック / いわなだれ / パワージェム / ニトロチャージ / かえんほうしゃ / ストーンエッジ / フレアドライブ,ステルスロック / かえんほうしゃ,メテオビーム / ねっぷう,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
442,カジッチュ,カジッチュ → アップリュー → タルップル → カミッチュ → カミツオロチ,くさ / ドラゴン,通常生態,未収録・追加対象,両刀・可変,はっぱカッター / メガドレイン / ドラゴンテール / りゅうのいぶき / リーフブレード / やどりぎのタネ / げきりん / りゅうのまい,くさむすび / ワイドブレイカー,グラススライダー / りゅうせいぐん,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
443,スナヘビ,スナヘビ → サダイジャ,じめん,通常生態,未収録・追加対象,物理アタッカー,どろかけ / すなあらし / じしん,じならし,ねっさのだいち,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
444,ウッウ,ウッウ,ひこう / みず,通常生態,未収録・追加対象,特殊アタッカー,かぜおこし / おいかぜ / みずのはどう / あまごい,アクロバット / アクアブレイク,おいかぜ / クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
445,サシカマス,サシカマス → カマスジョー,みず,通常生態,未収録・追加対象,物理アタッカー,アクアジェット / みずのはどう / たきのぼり / あまごい,アクアブレイク,クイックターン,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
446,エレズン,エレズン → ストリンダー,でんき / どく,ベビィ含有,未収録・追加対象,両刀・可変,でんきショック / でんじは / アシッドボム / どくどく / かみなりパンチ / 10まんボルト / どくづき,ボルトチェンジ / ベノムショック,エレキネット / ダストシュート,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
447,ヤクデ,ヤクデ → マルヤクデ,ほのお / むし,通常生態,未収録・追加対象,特殊アタッカー,ほのおのキバ / ひのこ / むしくい / むしのていこう / だいもんじ / おにび / かふんだんご / ねばねばネット,かえんほうしゃ / とんぼがえり,ねっぷう / むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
448,タタッコ,タタッコ → オトスパス,かくとう,通常生態,未収録・追加対象,物理アタッカー,いわくだき / ビルドアップ / インファイト,ドレインパンチ,コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
449,ヤバチャ,ヤバチャ → ポットデス,ゴースト,人工・無機物,未収録・追加対象,特殊アタッカー,おどろかす / おにび / シャドーボール,シャドークロー,ポルターガイスト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
450,ミブリム,ミブリム → テブリム → ブリムオン,エスパー / フェアリー,通常生態,未収録・追加対象,特殊アタッカー,ねんりき / めいそう / サイコキネシス / サイコショック / ムーンフォース / あまえる,サイコショック / マジカルシャイン,トリック / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
451,ベロバー,ベロバー → ギモー → オーロンゲ,あく / フェアリー,人工・無機物,未収録・追加対象,物理アタッカー,かみつく / バークアウト / ほしがる / ようせいのかぜ / つじぎり / あくのはどう / じゃれつく / マジカルシャイン,バークアウト / マジカルシャイン,はたきおとす / ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
452,マホミル,マホミル → マホイップ,フェアリー,通常生態,未収録・追加対象,特殊アタッカー,ようせいのかぜ / あまえる / ムーンフォース,マジカルシャイン,ミストバースト,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
453,タイレーツ,タイレーツ,かくとう,人工・無機物,未収録・追加対象,物理アタッカー,いわくだき / ビルドアップ,ドレインパンチ,コーチング,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
454,バチンウニ,バチンウニ,でんき,通常生態,未収録・追加対象,特殊アタッカー,でんきショック / でんじは,ボルトチェンジ,エレキネット,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
455,ユキハミ,ユキハミ → モスノウ,こおり / むし,通常生態,未収録・追加対象,特殊アタッカー,こおりのつぶて / こごえるかぜ / むしくい / むしのていこう / ふぶき / ゆきげしき / かふんだんご / ねばねばネット,アイススピナー / とんぼがえり,トリプルアクセル / むしくい,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
456,イシヘンジン,イシヘンジン,いわ,人工・無機物,未収録・追加対象,物理アタッカー,いわおとし / ステルスロック,ステルスロック,メテオビーム,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
457,コオリッポ,コオリッポ,こおり,通常生態,未収録・追加対象,特殊アタッカー,こごえるかぜ / ゆきげしき,アイススピナー,トリプルアクセル,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
458,イエッサン,イエッサン,エスパー / ノーマル,通常生態,未収録・追加対象,耐久・補助,サイコカッター / ねんりき / ずつき / スピードスター,サイコショック / まもる,トリック / てだすけ,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P2
459,モルペコ,モルペコ,あく / でんき,人工・無機物,未収録・追加対象,特殊アタッカー,でんきショック / でんじは / バークアウト / ちょうはつ,ボルトチェンジ / バークアウト,エレキネット / はたきおとす,基礎形は早期STAB、中間は中威力STAB、進化先は役割技と終盤大技。分岐進化は分岐後に個性技を追加。,異タイプ高火力技は最大2タイプまで。元々の設定・身体構造・図鑑説明に根拠がない技は削除または教え技化。,P0
