scope,species_key,name,types,role,stage,tohoku_planned_level,kanto_planned_level,recommended_move1,recommended_move2,recommended_move3,recommended_move4,safety_checks
公式,1004,イーユイ,あく／ほのお,特殊アタッカー,基礎形,Lv.90,イベント別,バークアウト,ひのこ,ちょうはつ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1005,トドロクツキ,ドラゴン／あく,物理アタッカー,基礎形,Lv.90,イベント別,ドラゴンテール,かみつく,りゅうのまい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1006,テツノブジン,フェアリー／かくとう,両刀・可変,基礎形,イベント別,Lv.90,ほしがる,ようせいのかぜ,いわくだき,しんくうは,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1007,コライドン,かくとう／ドラゴン,両刀・可変,基礎形,Lv.100,イベント別,いわくだき,しんくうは,ドラゴンテール,りゅうのいぶき,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1008,ミライドン,でんき／ドラゴン,両刀・可変,基礎形,イベント別,Lv.100,スパーク,でんきショック,ドラゴンテール,りゅうのいぶき,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1009,ウネルミナモ,みず／ドラゴン,特殊アタッカー,基礎形,Lv.90,イベント別,みずのはどう,りゅうのいぶき,あまごい,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1010,テツノイサハ,くさ／エスパー,特殊アタッカー,基礎形,イベント別,Lv.90,メガドレイン,ねんりき,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1011,カミッチュ,くさ／ドラゴン,両刀・可変,進化先／最終形,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,タネばくだん,ギガドレイン,ドラゴンクロー,りゅうのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1012,チャデス,くさ／ゴースト,特殊アタッカー,基礎形,Lv.43～55／殿堂入り後Lv.60～75,Lv.82～90,メガドレイン,おどろかす,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1013,ヤバソチャ,くさ／ゴースト,特殊アタッカー,進化先／最終形,Lv.43～55／殿堂入り後Lv.60～75,Lv.82～90,ギガドレイン,たたりめ,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1014,イイネイヌ,どく／かくとう,物理アタッカー,基礎形,Lv.75,イベント別,どくばり,いわくだき,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1015,マシマシラ,どく／エスパー,特殊アタッカー,基礎形,Lv.75,イベント別,アシッドボム,ねんりき,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1016,キチキギス,どく／フェアリー,特殊アタッカー,基礎形,Lv.75,イベント別,アシッドボム,ようせいのかぜ,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1017,オーガポン,くさ,両刀・可変,基礎形,Lv.75,イベント別,はっぱカッター,メガドレイン,やどりぎのタネ,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1018,ブリジュラス,はがね／ドラゴン,物理寄り,進化先／最終形,Lv.42～55／殿堂入り後Lv.62～78,Lv.90～97（異常遭遇）,アイアンヘッド,ドラゴンクロー,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1019,カミツオロチ,くさ／ドラゴン,両刀・可変,進化先／最終形,Lv.38～48／殿堂入り後Lv.50～65,Lv.82～90,タネばくだん,ギガドレイン,ドラゴンクロー,りゅうのはどう,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1020,ウガツホムラ,ほのお／ドラゴン,物理アタッカー,基礎形,イベント別,Lv.90,ほのおのキバ,ドラゴンテール,おにび,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1021,タケルライコ,でんき／ドラゴン,特殊アタッカー,基礎形,Lv.90,イベント別,でんきショック,りゅうのいぶき,でんじは,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1022,テツノイワオ,いわ／エスパー,物理アタッカー,基礎形,イベント別,Lv.90,いわおとし,サイコカッター,ステルスロック,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1023,テツノカシラ,はがね／エスパー,特殊アタッカー,基礎形,Lv.90,イベント別,ミラーショット,ねんりき,てっぺき,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1024,テラパゴス,ノーマル,両刀・可変,基礎形,Lv.100,イベント別,ずつき,スピードスター,アンコール,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
公式,1025,モモワロウ,どく／ゴースト,特殊アタッカー,基礎形,Lv.80,イベント別,アシッドボム,おどろかす,どくどく,まもる,命中90以上STABあり／自爆・逃走技のみでない／反動大技は最大1つ／捕獲必須個体は回復・自傷ループを避ける
ベガ固有,1,リープン,くさ,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,メガドレイン,やどりぎのタネ,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,2,リーティン,くさ,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,ギガドレイン,やどりぎのタネ,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,3,リーテイル,くさ／はがね,耐久・補助,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,タネばくだん,ギガドレイン,アイアンヘッド,ラスターカノン,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,4,ファマー,ほのお,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ひのこ,おにび,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,5,ファイマー,ほのお,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,かえんほうしゃ,おにび,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,6,ファマイン,ほのお／あく,両刀・可変,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ニトロチャージ,かえんほうしゃ,つじぎり,あくのはどう,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,7,アクタシ,みず,両刀・可変,基礎形,ベガ既存値,高レベル再捕獲は個別設定,アクアジェット,みずのはどう,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,8,レクオレ,みず,両刀・可変,中間進化,ベガ既存値,高レベル再捕獲は個別設定,アクアブレイク,なみのり,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,9,タテボーシ,みず／エスパー,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,なみのり,サイコキネシス,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,21,フロン,くさ,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,メガドレイン,やどりぎのタネ,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,22,フロルル,くさ,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,ギガドレイン,やどりぎのタネ,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,23,フローリア,くさ／エスパー,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ギガドレイン,サイコキネシス,やどりぎのタネ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,27,ゴリチュウ,でんき／かくとう,物理アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,かみなりパンチ,かわらわり,でんじは,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,37,ララベリー,くさ,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,メガドレイン,やどりぎのタネ,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,38,セラーナ,くさ／エスパー,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ギガドレイン,サイコキネシス,やどりぎのタネ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,43,マホース,ノーマル,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ずつき,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,44,ペガーン,ノーマル／ひこう,物理寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,ドリルくちばし,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,45,ユニサス,ノーマル／ひこう,高速物理,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,ドリルくちばし,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,50,ライノス,じめん／ドラゴン,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,どろかけ,ドラゴンテール,すなあらし,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,51,メタゲラス,じめん／はがね,物理アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,じならし,アイアンヘッド,すなあらし,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,53,ディザソル,あく,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,つじぎり,ちょうはつ,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,55,フォリキー,エスパー,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,56,バーニン,エスパー／ほのお,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,かえんほうしゃ,めいそう,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,57,ファントマ,エスパー／ゴースト,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,たたりめ,めいそう,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,68,テディ,ノーマル,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ずつき,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,69,ググズリー,ノーマル／あく,物理寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,つじぎり,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,70,ハンタマ,あく／ゴースト,物理アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,つじぎり,シャドークロー,ちょうはつ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,81,ダンゴロウ,みず,両刀・可変,基礎形,ベガ既存値,高レベル再捕獲は個別設定,アクアジェット,みずのはどう,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,82,マルマジロ,みず／はがね,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,アクアブレイク,アイアンヘッド,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,83,アロフィー,みず／くさ,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,みずのはどう,メガドレイン,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,84,リーフィス,みず／くさ,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,なみのり,ギガドレイン,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,87,ユカリア,エスパー,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ねんりき,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,88,ネクロシア,エスパー／ゴースト,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,たたりめ,めいそう,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,89,カプリン,エスパー,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ねんりき,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,90,ゴートン,エスパー,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,91,バフォット,あく／エスパー,物理アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,つじぎり,しねんのずつき,ちょうはつ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,94,バードン,ひこう,両刀・可変,基礎形,ベガ既存値,高レベル再捕獲は個別設定,つばさでうつ,かぜおこし,おいかぜ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,95,ゴルドー,ひこう／はがね,物理寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,ドリルくちばし,アイアンヘッド,おいかぜ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,96,フィニクス,ほのお／ひこう,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,かえんほうしゃ,エアスラッシュ,おにび,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,97,クロッチ,ノーマル／あく,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ずつき,かみつく,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,98,コクジャク,ノーマル／ひこう,物理寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,ドリルくちばし,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,99,シャミネ,ノーマル／ひこう,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,ドリルくちばし,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,100,コーシャン,どく,補助寄り両刀,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,どくづき,ヘドロばくだん,どくどく,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,101,プラズン,どく／でんき,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,アシッドボム,でんきショック,どくどく,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,102,ボルトック,どく／でんき,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ヘドロばくだん,10まんボルト,どくどく,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,103,カワラベ,みず,両刀・可変,基礎形,ベガ既存値,高レベル再捕獲は個別設定,アクアジェット,みずのはどう,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,104,テペトラー,みず／ほのお,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,なみのり,かえんほうしゃ,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,105,ロップル,みず／ひこう,両刀・可変,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,アクアブレイク,なみのり,ドリルくちばし,エアスラッシュ,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,106,オタクン,エスパー,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ねんりき,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,107,ネラー,エスパー,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,108,ニートン,エスパー,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,111,ハクタクン,じめん,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,じならし,すなあらし,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,121,スミロドン,こおり,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,れいとうビーム,ゆきげしき,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,122,マカドゥス,いわ／でんき,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,パワージェム,10まんボルト,ステルスロック,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,133,タツゴン,ドラゴン,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ドラゴンテール,りゅうのまい,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,134,ラグーン,ドラゴン／みず,物理寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,ドラゴンクロー,アクアブレイク,りゅうのまい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,135,ドラドーン,ドラゴン／みず,両刀・可変,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ドラゴンクロー,りゅうのはどう,アクアブレイク,なみのり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,142,ライラプス,こおり／あく,両刀・可変,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,アイススピナー,れいとうビーム,つじぎり,あくのはどう,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,143,ガニメデ,こおり／でんき,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,れいとうビーム,10まんボルト,ゆきげしき,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,144,ネメア,ほのお／あく,両刀・可変,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ニトロチャージ,かえんほうしゃ,つじぎり,あくのはどう,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,161,バジール,くさ／どく,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,メガドレイン,アシッドボム,やどりぎのタネ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,162,バジルス,くさ／どく,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,ギガドレイン,ヘドロばくだん,やどりぎのタネ,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,163,バジリール,くさ／どく,耐久・補助,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,タネばくだん,ギガドレイン,どくづき,ヘドロばくだん,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,164,コマシシ,ほのお,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ひのこ,おにび,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,165,コマレオ,ほのお,特殊寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,かえんほうしゃ,おにび,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,166,コマレオン,ほのお／かくとう,物理アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ニトロチャージ,かわらわり,おにび,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,167,トッコウオ,みず,両刀・可変,基礎形,ベガ既存値,高レベル再捕獲は個別設定,アクアジェット,みずのはどう,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,168,ボウソウオ,みず,両刀・可変,中間進化,ベガ既存値,高レベル再捕獲は個別設定,アクアブレイク,なみのり,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,169,バクソウオ,みず／エスパー,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,なみのり,サイコキネシス,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,170,チェキラ,ノーマル,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ずつき,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,171,チェキッド,ノーマル,物理寄り,中間進化,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,172,チェキラス,ノーマル,物理アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,173,リバード,ノーマル／ひこう,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ずつき,つばさでうつ,アンコール,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,174,ララミンゴ,ひこう／みず,両刀・可変,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,ドリルくちばし,エアスラッシュ,アクアブレイク,なみのり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,176,パチリック,みず／でんき,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,なみのり,10まんボルト,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,177,パンプリー,ゴースト,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,おどろかす,おにび,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,178,パンプッチ,ゴースト／くさ,耐久・補助,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,シャドークロー,たたりめ,タネばくだん,ギガドレイン,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,179,ルナビット,エスパー,特殊寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ねんりき,めいそう,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,180,ルナバイン,エスパー／あく,特殊アタッカー,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,サイコキネシス,あくのはどう,めいそう,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,181,ウソギー,みず,両刀・可変,基礎形,ベガ既存値,高レベル再捕獲は個別設定,アクアジェット,みずのはどう,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,182,ウソドロ,みず／あく,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,アクアブレイク,つじぎり,あまごい,まもる,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,186,レジュリア,こおり,特殊寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,れいとうビーム,ゆきげしき,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,187,タダヌキ,ノーマル,物理寄り,基礎形,ベガ既存値,高レベル再捕獲は個別設定,ずつき,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,188,オオムジナ,ノーマル,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
ベガ固有,189,ポコキング,ノーマル,物理寄り,進化先／単独種,ベガ既存値,高レベル再捕獲は個別設定,のしかかり,アンコール,まもる,たいあたり,既存イベント技を保護／命中90以上STABあり／独自大技は最大1つ／自滅・逃走技のみを禁止
