national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy,root_name,family,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority,tohoku_acquisition_summary,tohoku_final_location,tohoku_final_method,tohoku_final_rate,tohoku_final_condition,kanto_acquisition_summary,kanto_final_location,kanto_final_method,kanto_final_rate,kanto_final_condition,cross_region_completion_rule,source_design
11,トランセル,metapod,1,むし,4,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,レベルアップ＋Lv.7以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0011（新規16bit ID）,キャタピー,キャタピー → トランセル → バタフリー,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,キャタピーをトーホクで捕獲して進化,502ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,キャタピーをカントーで捕獲して進化,トキワのもり,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
12,バタフリー,butterfree,1,むし／ひこう,4,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,レベルアップ＋Lv.10以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0012（新規16bit ID）,キャタピー,キャタピー → トランセル → バタフリー,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,キャタピーをトーホクで捕獲して進化,502ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,キャタピーをカントーで捕獲して進化,トキワのもり,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
13,ビードル,weedle,1,むし／どく,5,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ハクジのもり,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0013（新規16bit ID）,ビードル,ビードル → コクーン → スピアー,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,504ばんどうろ／すいどう,草むらオーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,トキワのもり,ずつき／朝昼オーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
14,コクーン,kakuna,1,むし／どく,5,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ハクジのもり,進化,―,レベルアップ＋Lv.7以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0014（新規16bit ID）,ビードル,ビードル → コクーン → スピアー,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ビードルをトーホクで捕獲して進化,504ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ビードルをカントーで捕獲して進化,トキワのもり,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
15,スピアー,beedrill,1,むし／どく,5,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ハクジのもり,進化,―,レベルアップ＋Lv.10以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0015（新規16bit ID）,ビードル,ビードル → コクーン → スピアー,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ビードルをトーホクで捕獲して進化,504ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ビードルをカントーで捕獲して進化,トキワのもり,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
16,ポッポ,pidgey,1,ノーマル／ひこう,6,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,504～506ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0016（新規16bit ID）,ポッポ,ポッポ → ピジョン → ピジョット,外来生態レイヤーへ追加,T506,506ばんどうろ／すいどう,大量発生,Lv.12～17,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,大量発生,Lv.68～72,通常0%／発生中20～35%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,506ばんどうろ／すいどう,大量発生,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,1ばんどうろ,大量発生,通常0%／発生中20～35%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
17,ピジョン,pidgeotto,1,ノーマル／ひこう,6,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,504～506ばんどうろ,進化,―,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0017（新規16bit ID）,ポッポ,ポッポ → ピジョン → ピジョット,外来生態レイヤーへ追加,T506,506ばんどうろ／すいどう,大量発生,Lv.12～17,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,大量発生,Lv.68～72,通常0%／発生中20～35%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ポッポをトーホクで捕獲して進化,506ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ポッポをカントーで捕獲して進化,1ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
18,ピジョット,pidgeot,1,ノーマル／ひこう,6,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,504～506ばんどうろ,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0018（新規16bit ID）,ポッポ,ポッポ → ピジョン → ピジョット,外来生態レイヤーへ追加,T506,506ばんどうろ／すいどう,大量発生,Lv.12～17,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,大量発生,Lv.68～72,通常0%／発生中20～35%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,ポッポをトーホクで捕獲して進化,506ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,ポッポをカントーで捕獲して進化,1ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
19,コラッタ,rattata,1,ノーマル,7,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,502ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0019（新規16bit ID）,コラッタ,コラッタ → ラッタ,外来生態レイヤーへ追加,T506,506ばんどうろ／すいどう,草むらオーバーレイ,Lv.12～17,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,草むらオーバーレイ,Lv.68～72,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,506ばんどうろ／すいどう,草むらオーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,1ばんどうろ,草むらオーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
20,ラッタ,raticate,1,ノーマル,7,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,502ばんどうろ,進化,―,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0020（新規16bit ID）,コラッタ,コラッタ → ラッタ,外来生態レイヤーへ追加,T506,506ばんどうろ／すいどう,草むらオーバーレイ,Lv.12～17,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K01,1ばんどうろ,草むらオーバーレイ,Lv.68～72,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,コラッタをトーホクで捕獲して進化,506ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,コラッタをカントーで捕獲して進化,1ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
21,オニスズメ,spearow,1,ノーマル／ひこう,8,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,501ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0021（新規16bit ID）,オニスズメ,オニスズメ → オニドリル,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K03,3ばんどうろ,草むらオーバーレイ,Lv.71～75,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,トーホク野生生態,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,カントー高レベル野生生態,3ばんどうろ,草むらオーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
22,オニドリル,fearow,1,ノーマル／ひこう,8,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,501ばんどうろ,進化,―,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0022（新規16bit ID）,オニスズメ,オニスズメ → オニドリル,外来生態レイヤーへ追加,T502,502ばんどうろ／すいどう,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K03,3ばんどうろ,草むらオーバーレイ,Lv.71～75,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2,オニスズメをトーホクで捕獲して進化,502ばんどうろ／すいどう,進化／殿堂入り後DexNavで中間進化が稀に出現,通常野生は基礎種のみ,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,オニスズメをカントーで捕獲して進化,3ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
23,アーボ,ekans,1,どく,9,通常生態,no,no,既存（トーホク図鑑261）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.261。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_261（実ROMから確定）,アーボ,アーボ → アーボック,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K11,11ばんどうろ,草むらオーバーレイ,Lv.76～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0,ベガ既存入手法を完全保持,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.261。内部種族ID・図鑑登録・イベント参照を変更しない。,カントー高レベル野生生態,11ばんどうろ,草むらオーバーレイ,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
24,アーボック,arbok,1,どく,9,通常生態,no,no,既存（トーホク図鑑262）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.262。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_262（実ROMから確定）,アーボ,アーボ → アーボック,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K11,11ばんどうろ,草むらオーバーレイ,Lv.76～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0,ベガ既存入手法を完全保持,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.262。内部種族ID・図鑑登録・イベント参照を変更しない。,アーボをカントーで捕獲して進化,11ばんどうろ,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
25,ピカチュウ,pikachu,1,でんき,10,ベビィ含有,no,no,既存（トーホク図鑑025）,既存ベガ個体を保持,ベガ既存進行,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.025。内部種族ID・図鑑登録・イベント参照を変更しない。,トーホク図鑑にも既存番号で登録,VEGA_NATIVE_025（実ROMから確定）,ピチュー,ピチュー → ピカチュウ → ライチュウ,ベガ既存系統を完全保持,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,K26,トキワのもり,DexNav隠し枠／低確率タマゴ,Lv.70～76,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,既存テーブル無変更,P0,ベガ既存入手法を完全保持,ベガ既存地点,ベガ既存入手法,既存値,トーホク図鑑No.025。内部種族ID・図鑑登録・イベント参照を変更しない。,ピチューをカントーで捕獲して進化,トキワのもり,進化／認定章6個以降は中間進化がDexNav希少枠,通常野生は基礎種中心,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,通常系統は両地方で基礎種を捕獲可能。トーホクは早期育成、カントーは高レベル・隠れ特性・タマゴ技探索を担当。,V2二地方生態版／541系統配置マスター＋特殊個体イベントマスター
