evolution_chain_id,root_national_no,family,root_name,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,tohoku_map_code,tohoku_location,tohoku_method,tohoku_level,tohoku_rate,tohoku_condition,kanto_map_code,kanto_location,kanto_method,kanto_level,kanto_rate,kanto_condition,dual_region_role,table_policy,implementation_priority
435,824,サッチムシ → レドームシ → イオルブ,サッチムシ,8,むし／エスパー,通常生態,なし,サッチムシ・レドームシ・イオルブ,外来生態レイヤーへ追加,T026,ハクジのもり,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.50～65,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K26,トキワのもり,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
436,827,クスネ → フォクスライ,クスネ,8,あく,通常生態,なし,クスネ・フォクスライ,外来生態レイヤーへ追加,T503,503ばんどうろ／すいどう,夜間オーバーレイ,Lv.5～9,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K07,7ばんどうろ,夜間オーバーレイ,Lv.78～83,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
437,829,ヒメンカ → ワタシラガ,ヒメンカ,8,くさ,通常生態,なし,ヒメンカ・ワタシラガ,外来生態レイヤーへ追加,T504,504ばんどうろ／すいどう,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
438,831,ウールー → バイウールー,ウールー,8,ノーマル,通常生態,なし,ウールー・バイウールー,外来生態レイヤーへ追加,T519,519ばんどうろ／すいどう,草むらオーバーレイ,Lv.41～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K14,14ばんどうろ,草むらオーバーレイ,Lv.84～89,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
439,833,カムカメ → カジリガメ,カムカメ,8,いわ／みず,通常生態,なし,カムカメ・カジリガメ,外来生態レイヤーへ追加,T508,508ばんどうろ／すいどう,釣りオーバーレイ,Lv.19～25,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K06,6ばんどうろ,釣りオーバーレイ,Lv.75～80,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
440,835,ワンパチ → パルスワン,ワンパチ,8,でんき,通常生態,なし,ワンパチ・パルスワン,外来生態レイヤーへ追加,T029,かみなりのしま,大量発生,Lv.30～40／殿堂入り後Lv.55～70,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K10,10ばんどうろ,草むらオーバーレイ,Lv.78～84,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
441,837,タンドン → トロッゴン → セキタンザン,タンドン,8,いわ／ほのお,通常生態,なし,タンドン・トロッゴン・セキタンザン,外来生態レイヤーへ追加,T024,ちえのどうくつ,いわくだき／DexNav,Lv.6～9／殿堂入り後Lv.44～48,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K39,ポケモンやしき,洞窟・屋内オーバーレイ,Lv.91～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
442,840,カジッチュ → アップリュー → タルップル → カミッチュ → カミツオロチ,カジッチュ,8,くさ／ドラゴン,通常生態,なし,カジッチュ・アップリュー・タルップル・カミッチュ・カミツオロチ,外来生態レイヤーへ追加,T026,ハクジのもり,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.50～65,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
443,843,スナヘビ → サダイジャ,スナヘビ,8,じめん,通常生態,なし,スナヘビ・サダイジャ,外来生態レイヤーへ追加,T505,505ばんどうろ／すいどう,いわくだき／DexNav,Lv.10～14,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K28,ディグダのあな,いわくだき／DexNav,Lv.76～83,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
444,845,ウッウ,ウッウ,8,ひこう／みず,通常生態,なし,ウッウ,外来生態レイヤーへ追加,T509,509ばんどうろ／すいどう,水上オーバーレイ,Lv.21～27,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K25,25ばんどうろ,水上オーバーレイ,Lv.75～80,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
445,846,サシカマス → カマスジョー,サシカマス,8,みず,通常生態,なし,サシカマス・カマスジョー,外来生態レイヤーへ追加,T507,507ばんどうろ／すいどう,釣りオーバーレイ,Lv.17～23,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K19,19ばんどうろ,釣りオーバーレイ,Lv.87～92,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
446,848,エレズン → ストリンダー,エレズン,8,どく／でんき,ベビィ含有,なし,エレズン・ストリンダー,外来生態レイヤーへ追加,T029,かみなりのしま,DexNav隠し枠／低確率タマゴ,Lv.30～40／殿堂入り後Lv.55～70,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K40,むじんはつでんしょ,DexNav隠し枠／低確率タマゴ,Lv.82～94,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
447,850,ヤクデ → マルヤクデ,ヤクデ,8,むし／ほのお,通常生態,なし,ヤクデ・マルヤクデ,外来生態レイヤーへ追加,T028,ひのしま,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K39,ポケモンやしき,洞窟・屋内オーバーレイ,Lv.91～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
448,852,タタッコ → オトスパス,タタッコ,8,かくとう,通常生態,なし,タタッコ・オトスパス,外来生態レイヤーへ追加,T522,522ばんどうろ／すいどう,草むらオーバーレイ,Lv.47～54,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K22,22ばんどうろ,草むらオーバーレイ,Lv.90～95,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
449,854,ヤバチャ → ポットデス,ヤバチャ,8,ゴースト,人工・無機物,なし,ヤバチャ・ポットデス,外来生態レイヤーへ追加,T025,こころのやかた,夜間オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K31,ポケモンタワー,夜間オーバーレイ,Lv.82～90,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
450,856,ミブリム → テブリム → ブリムオン,ミブリム,8,エスパー／フェアリー,通常生態,なし,ミブリム・テブリム・ブリムオン,外来生態レイヤーへ追加,T025,こころのやかた,洞窟・屋内オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K41,シルフカンパニー,洞窟・屋内オーバーレイ,Lv.90～97（異常遭遇）,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
451,859,ベロバー → ギモー → オーロンゲ,ベロバー,8,あく／フェアリー,人工・無機物,なし,ベロバー・ギモー・オーロンゲ,外来生態レイヤーへ追加,T035,D・Hだんアジト,夜間オーバーレイ,Lv.44～57／殿堂入り後Lv.65～80,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K32,ロケットだんアジト跡,夜間オーバーレイ,Lv.83～91,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
452,868,マホミル → マホイップ,マホミル,8,フェアリー,通常生態,なし,マホミル・マホイップ,外来生態レイヤーへ追加,T519,519ばんどうろ／すいどう,草むらオーバーレイ,Lv.41～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K33,タマムシ温室,草むらオーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
453,870,タイレーツ,タイレーツ,8,かくとう,人工・無機物,なし,タイレーツ,外来生態レイヤーへ追加,T042,チャンピオンロード,屋内異常遭遇／DexNav,Lv.58～66／殿堂入り後Lv.70～88,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K42,チャンピオンロード,屋内異常遭遇／DexNav,Lv.94～100,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
454,871,バチンウニ,バチンウニ,8,でんき,通常生態,なし,バチンウニ,外来生態レイヤーへ追加,T512,512ばんどうろ／すいどう,草むらオーバーレイ,Lv.27～33,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K20,20ばんどうろ,草むらオーバーレイ,Lv.88～93,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
455,872,ユキハミ → モスノウ,ユキハミ,8,むし／こおり,通常生態,なし,ユキハミ・モスノウ,外来生態レイヤーへ追加,T030,こおりのしま,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K38,ふたごじま,洞窟・屋内オーバーレイ,Lv.88～96,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
456,874,イシヘンジン,イシヘンジン,8,いわ,人工・無機物,なし,イシヘンジン,外来生態レイヤーへ追加,T521,521ばんどうろ／すいどう,いわくだき／DexNav,Lv.45～52,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K37,サファリゾーン西,いわくだき／DexNav,Lv.85～94,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
457,875,コオリッポ,コオリッポ,8,こおり,通常生態,なし,コオリッポ,外来生態レイヤーへ追加,T030,こおりのしま,洞窟・屋内オーバーレイ,Lv.30～40／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K38,ふたごじま,洞窟・屋内オーバーレイ,Lv.88～96,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
458,876,イエッサン,イエッサン,8,ノーマル／エスパー,通常生態,なし,イエッサン,外来生態レイヤーへ追加,T519,519ばんどうろ／すいどう,草むらオーバーレイ,Lv.41～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K41,シルフカンパニー,洞窟・屋内オーバーレイ,Lv.90～97（異常遭遇）,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
459,877,モルペコ,モルペコ,8,でんき／あく,人工・無機物,なし,モルペコ,外来生態レイヤーへ追加,T515,515ばんどうろ／すいどう,夜間オーバーレイ,Lv.33～40,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K07,7ばんどうろ,夜間オーバーレイ,Lv.78～83,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
460,878,ゾウドウ → ダイオウドウ,ゾウドウ,8,はがね,通常生態,なし,ゾウドウ・ダイオウドウ,外来生態レイヤーへ追加,T037,サファリゾーン西,いわくだき／DexNav,Lv.38～48／殿堂入り後Lv.55～70,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K37,サファリゾーン西,いわくだき／DexNav,Lv.85～94,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
461,880,パッチラゴン,パッチラゴン,8,でんき／ドラゴン,化石,なし,パッチラゴン,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K45,グレン研究所,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2
462,881,パッチルドン,パッチルドン,8,でんき／こおり,化石,なし,パッチルドン,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K44,ニビ博物館・化石研究室,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2
463,882,ウオノラゴン,ウオノラゴン,8,みず／ドラゴン,化石,なし,ウオノラゴン,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K44,ニビ博物館・化石研究室,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2
464,883,ウオチルドン,ウオチルドン,8,みず／こおり,化石,なし,ウオチルドン,化石復元追加,T_FOSSIL,ヒスイシティ考古学室,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,K44,ニビ博物館・化石研究室,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,通常野生表には入れない,P2
465,884,ジュラルドン → ブリジュラス,ジュラルドン,8,はがね／ドラゴン,人工・無機物,なし,ジュラルドン・ブリジュラス,外来生態レイヤーへ追加,T034,D・Hビル,屋内異常遭遇／DexNav,Lv.42～55／殿堂入り後Lv.62～78,通常0%／DexNav 2～5%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K41,シルフカンパニー,屋内異常遭遇／DexNav,Lv.90～97（異常遭遇）,通常0%／DexNav 2～5%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
466,885,ドラメシヤ → ドロンチ → ドラパルト,ドラメシヤ,8,ゴースト／ドラゴン,600族,なし,ドラメシヤ・ドロンチ・ドラパルト,外来生態レイヤーへ追加,T033,ときのようかん,DexNav隠し枠,Lv.43～55／殿堂入り後Lv.60～75,通常0%／DexNav 1～2%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,K43,ハナダのどうくつ,DexNav隠し枠,Lv.95～100,通常0%／DexNav 1～2%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
467,888,ザシアン,ザシアン,8,フェアリー,伝説,なし,ザシアン,固定イベント追加,EVENT_T,ポケモンじょう宝物庫,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,スフィアいせき後＋主地方の捕獲フラグ共有,EVENT_K,ニビ博物館王具展示室,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,スフィアいせき後,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
468,889,ザマゼンタ,ザマゼンタ,8,かくとう,伝説,なし,ザマゼンタ,固定イベント追加,EVENT_T,ポケモンじょう宝物庫,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,スフィアいせき後,EVENT_K,ニビ博物館王具展示室,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,スフィアいせき後＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
469,890,ムゲンダイナ,ムゲンダイナ,8,どく／ドラゴン,伝説,なし,ムゲンダイナ,固定イベント追加,EVENT_T,D・H炉心,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋ダイマックスバンド＋主地方の捕獲フラグ共有,EVENT_K,シルフ非常電源室,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋ダイマックスバンド,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
470,891,ダクマ → ウーラオス,ダクマ,8,かくとう／あく,伝説,なし,ダクマ・ウーラオス,固定イベント追加,EVENT_T,ポケモンじょう修練場,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋主地方の捕獲フラグ共有,EVENT_K,ヤマブキ格闘道場,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
471,893,ザルード,ザルード,8,くさ／あく,幻,なし,ザルード,固定イベント追加,EVENT_T,ハクジのもり奥,固定シンボル／専用クエスト,Lv.80,原則1体・撃破時復活,全国研究ランク4,EVENT_K,トキワのもり奥,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,全国研究ランク4＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
472,894,レジエレキ,レジエレキ,8,でんき,伝説,なし,レジエレキ,固定イベント追加,EVENT_T,かみなりのしま／D・H時空観測室,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,レジ系3体登録＋主地方の捕獲フラグ共有,EVENT_K,むじんはつでんしょ／ハナダのどうくつ,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,レジ系3体登録,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
473,895,レジドラゴ,レジドラゴ,8,ドラゴン,伝説,なし,レジドラゴ,固定イベント追加,EVENT_T,かみなりのしま／D・H時空観測室,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,レジ系3体登録＋主地方の捕獲フラグ共有,EVENT_K,むじんはつでんしょ／ハナダのどうくつ,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,レジ系3体登録,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
474,896,ブリザポス,ブリザポス,8,こおり,伝説,なし,ブリザポス,固定イベント追加,EVENT_T,ユキユキやま王冠区画,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋豊穣イベント,EVENT_K,ふたごじま地下王冠区画,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋豊穣イベント＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
475,897,レイスポス,レイスポス,8,ゴースト,伝説,なし,レイスポス,固定イベント追加,EVENT_T,ユキユキやま王冠区画,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋豊穣イベント＋主地方の捕獲フラグ共有,EVENT_K,ふたごじま地下王冠区画,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋豊穣イベント,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
476,898,バドレックス,バドレックス,8,くさ／エスパー,伝説,なし,バドレックス,固定イベント追加,EVENT_T,ユキユキやま王冠区画,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋豊穣イベント,EVENT_K,ふたごじま地下王冠区画,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋豊穣イベント＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
477,905,ラブトロス,ラブトロス,8,ひこう／フェアリー,伝説,なし,ラブトロス,固定イベント追加,EVENT_T,三島＋521ばんどうろ,固定シンボル／専用クエスト,Lv.75,原則1体・撃破時復活,殿堂入り＋天候観測器,EVENT_K,9・10・17・20ばんどうろ観測柱,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋天候観測器＋主地方の捕獲フラグ共有,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,野生通常表には入れない,P2
