evolution_id,from_national_no,from_name,to_national_no,to_name,official_condition,vega_integrated_condition,requires_new_item_or_counter,implementation_note
398,769,スナバァ,770,シロデスナ,レベルアップ＋Lv.42以上,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
399,772,タイプ：ヌル,773,シルヴァディ,レベルアップ＋なつき度160以上,レベルアップ＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
400,782,ジャラコ,783,ジャランゴ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
401,783,ジャランゴ,784,ジャラランガ,レベルアップ＋Lv.45以上,レベルアップ＋Lv.45以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
402,789,コスモッグ,790,コスモウム,レベルアップ＋Lv.43以上,レベルアップ＋Lv.43以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
403,790,コスモウム,791,ソルガレオ,レベルアップ＋Lv.53以上,レベルアップ＋Lv.53以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
404,790,コスモウム,792,ルナアーラ,レベルアップ＋Lv.53以上,レベルアップ＋Lv.53以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
405,803,ベベノム,804,アーゴヨン,レベルアップ＋りゅうのはどうを覚えている,レベルアップ＋りゅうのはどうを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
406,82,レアコイル,462,ジバコイル,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
407,133,イーブイ,470,リーフィア,道具使用＋リーフのいしを使う,道具使用＋リーフのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
408,133,イーブイ,471,グレイシア,道具使用＋こおりのいしを使う,道具使用＋こおりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
409,133,イーブイ,700,ニンフィア,レベルアップ＋なつき度160以上＋フェアリー技を覚えている,レベルアップ＋なつき度160以上＋フェアリー技を覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
410,737,デンヂムシ,738,クワガノン,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
411,810,サルノリ,811,バチンキー,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
412,811,バチンキー,812,ゴリランダー,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
413,813,ヒバニー,814,ラビフット,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
414,814,ラビフット,815,エースバーン,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
415,816,メッソン,817,ジメレオン,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
416,817,ジメレオン,818,インテレオン,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
417,819,ホシガリス,820,ヨクバリス,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
418,821,ココガラ,822,アオガラス,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
419,822,アオガラス,823,アーマーガア,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
420,824,サッチムシ,825,レドームシ,レベルアップ＋Lv.10以上,レベルアップ＋Lv.10以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
421,825,レドームシ,826,イオルブ,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
422,827,クスネ,828,フォクスライ,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
423,829,ヒメンカ,830,ワタシラガ,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
424,831,ウールー,832,バイウールー,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
425,833,カムカメ,834,カジリガメ,レベルアップ＋Lv.22以上,レベルアップ＋Lv.22以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
426,835,ワンパチ,836,パルスワン,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
427,837,タンドン,838,トロッゴン,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
428,838,トロッゴン,839,セキタンザン,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
429,840,カジッチュ,841,アップリュー,道具使用＋すっぱいりんごを使う,道具使用＋すっぱいりんごを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
430,840,カジッチュ,842,タルップル,道具使用＋あまーいりんごを使う,道具使用＋あまーいりんごを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
431,843,スナヘビ,844,サダイジャ,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
432,846,サシカマス,847,カマスジョー,レベルアップ＋Lv.26以上,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
433,848,エレズン,849,ストリンダー,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
434,850,ヤクデ,851,マルヤクデ,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
435,852,タタッコ,853,オトスパス,レベルアップ＋ちょうはつを覚えている,レベルアップ＋ちょうはつを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
436,854,ヤバチャ,855,ポットデス,道具使用＋われたポットを使う,道具使用＋われたポットを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
437,856,ミブリム,857,テブリム,レベルアップ＋Lv.32以上,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
438,857,テブリム,858,ブリムオン,レベルアップ＋Lv.42以上,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
439,859,ベロバー,860,ギモー,レベルアップ＋Lv.32以上,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
440,860,ギモー,861,オーロンゲ,レベルアップ＋Lv.42以上,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
441,868,マホミル,869,マホイップ,回転,アメざいを持たせ、ミルシティのスイーツ職人に話す。時間・回転方向で姿を選択。,はい,DPE拡張系統内で接続
442,872,ユキハミ,873,モスノウ,レベルアップ＋夜＋なつき度160以上,レベルアップ＋夜＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
443,878,ゾウドウ,879,ダイオウドウ,レベルアップ＋Lv.34以上,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
444,885,ドラメシヤ,886,ドロンチ,レベルアップ＋Lv.50以上,レベルアップ＋Lv.50以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
445,886,ドロンチ,887,ドラパルト,レベルアップ＋Lv.60以上,レベルアップ＋Lv.60以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
446,891,ダクマ,892,ウーラオス,あくの塔,チャンピオンロード道場で「あくの修練札」または「みずの修練札」を使用。,はい,DPE拡張系統内で接続
447,891,ダクマ,892,ウーラオス,みずの塔,チャンピオンロード道場で「あくの修練札」または「みずの修練札」を使用。,はい,DPE拡張系統内で接続
448,27,サンド,28,サンドパン,道具使用＋こおりのいしを使う,道具使用＋こおりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
449,37,ロコン,38,キュウコン,道具使用＋こおりのいしを使う,道具使用＋こおりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
450,52,ニャース,53,ペルシアン,レベルアップ＋なつき度160以上,レベルアップ＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
451,52,ニャース,863,ニャイキング,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
452,79,ヤドン,80,ヤドラン,道具使用＋ガラナツブレスを使う,道具使用＋ガラナツブレスを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
453,79,ヤドン,199,ヤドキング,道具使用＋ガラナツリースを使う,道具使用＋ガラナツリースを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
454,83,カモネギ,865,ネギガナイト,1戦で急所3回,1回の戦闘で急所3回をCFRUカウンタで判定。未対応時は「れんげきのあかし」使用。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
455,122,バリヤード,866,バリコオル,レベルアップ＋Lv.42以上,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
456,222,サニーゴ,864,サニゴーン,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
457,264,マッスグマ,862,タチフサグマ,レベルアップ＋Lv.35以上＋夜,レベルアップ＋Lv.35以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
458,554,ダルマッカ,555,ヒヒダルマ,道具使用＋こおりのいしを使う,道具使用＋こおりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
459,562,デスマス,867,デスバーン,被ダメージ＋累計49ダメージ,指定ダメージを受けた状態で対象地点を通過。未対応時は「われたせきばん」を使用。,はい,DPE拡張系統内で接続
460,744,イワンコ,745,ルガルガン,レベルアップ＋Lv.25以上＋dusk,レベルアップ＋Lv.25以上＋dusk（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
461,19,コラッタ,20,ラッタ,レベルアップ＋Lv.20以上＋夜,レベルアップ＋Lv.20以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
462,234,オドシシ,899,アヤシシ,早業＋バリアーラッシュを使用＋20回,早業／力業はGBAにないため、「バリアーラッシュ」を20回使った後にレベルアップ。,はい,DPE拡張系統内で接続
463,123,ストライク,900,バサギリ,道具使用＋くろのきせきを使う,ストライクに「くろのきせき」を使用。ちえのどうくつ採掘で反復入手可能。,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
464,217,リングマ,901,ガチグマ,道具使用＋ピートブロックを使う＋満月,リングマに「ピートブロック」を夜に使用。RTC待ちを避ける場合はユキユキやまの月齢祭壇で満月を選択。,いいえ,DPE拡張系統内で接続
465,550,バスラオ,902,イダイトウ,反動ダメージ＋累計294ダメージ,反動ダメージ累計をCFRUカウンタで保存し、規定値到達後にレベルアップ。,はい,DPE拡張系統内で接続
466,215,ニューラ,903,オオニューラ,レベルアップ＋するどいツメを持たせる＋昼,レベルアップ＋するどいツメを持たせる＋昼（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
467,211,ハリーセン,904,ハリーマン,力業＋どくばりセンボンを使用＋20回,早業／力業はGBAにないため、「どくばりセンボン」を20回使った後にレベルアップ。,はい,DPE拡張系統内で接続
468,906,ニャオハ,907,ニャローテ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
469,907,ニャローテ,908,マスカーニャ,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
470,909,ホゲータ,910,アチゲータ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
471,910,アチゲータ,911,ラウドボーン,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
472,912,クワッス,913,ウェルカモ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
473,913,ウェルカモ,914,ウェーニバル,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
474,915,グルトン,916,パフュートン,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
475,917,タマンチュラ,918,ワナイダー,レベルアップ＋Lv.15以上,レベルアップ＋Lv.15以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
476,919,マメバッタ,920,エクスレッグ,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
477,921,パモ,922,パモット,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
478,922,パモット,923,パーモット,レベルアップ＋1000歩,連れ歩き1000歩を保存カウンタで判定。未対応時は「ほこうのあかし」を使用。,いいえ,DPE拡張系統内で接続
479,924,ワッカネズミ,925,イッカネズミ,その他＋Lv.25以上,その他＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,はい,DPE拡張系統内で接続
480,926,パピモッチ,927,バウッツェル,レベルアップ＋Lv.26以上,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
481,928,ミニーブ,929,オリーニョ,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
482,929,オリーニョ,930,オリーヴァ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
483,932,コジオ,933,ジオヅム,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
484,933,ジオヅム,934,キョジオーン,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
485,935,カルボウ,936,グレンアルマ,道具使用＋イワイノヨロイを使う,道具使用＋イワイノヨロイを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
486,935,カルボウ,937,ソウブレイズ,道具使用＋ノロイノヨロイを使う,道具使用＋ノロイノヨロイを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
487,938,ズピカ,939,ハラバリー,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
488,940,カイデン,941,タイカイデン,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
489,942,オラチフ,943,マフィティフ,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
490,944,シルシュルー,945,タギングル,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
491,946,アノクサ,947,アノホラグサ,レベルアップ＋1000歩,連れ歩き1000歩を保存カウンタで判定。未対応時は「ほこうのあかし」を使用。,いいえ,DPE拡張系統内で接続
492,948,ノノクラゲ,949,リククラゲ,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
493,951,カプサイジ,952,スコヴィラン,道具使用＋ほのおのいしを使う,道具使用＋ほのおのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
494,953,シガロコ,954,ベラカス,レベルアップ＋1000歩,連れ歩き1000歩を保存カウンタで判定。未対応時は「ほこうのあかし」を使用。,いいえ,DPE拡張系統内で接続
495,955,ヒラヒナ,956,クエスパトラ,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
496,957,カヌチャン,958,ナカヌチャン,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
497,958,ナカヌチャン,959,デカヌチャン,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
498,960,ウミディグダ,961,ウミトリオ,レベルアップ＋Lv.26以上,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
499,963,ナミイルカ,964,イルカマン,レベルアップ＋Lv.38以上＋マルチプレイ,ユニオンサークルの代わりにダブルバトルを3勝し、「ヒーローのあかし」を持ってLv.38以上で進化。,はい,DPE拡張系統内で接続
500,965,ブロロン,966,ブロロローム,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
501,969,キラーメ,970,キラフロル,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
502,971,ボチ,972,ハカドッグ,レベルアップ＋Lv.30以上＋夜,レベルアップ＋Lv.30以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
503,974,アルクジラ,975,ハルクジラ,道具使用＋こおりのいしを使う,道具使用＋こおりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
504,57,オコリザル,979,コノヨザル,技使用回数＋ふんどのこぶしを使用＋20回,「ふんどのこぶし」の使用回数をCFRUカウンタで保存し、20回使用後にレベルアップ。,はい,DPE拡張系統内で接続
505,194,ウパー,980,ドオー,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
506,203,キリンリキ,981,リキキリン,レベルアップ＋ツインビームを覚えている,レベルアップ＋ツインビームを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
507,206,ノコッチ,982,ノココッチ,レベルアップ＋ハイパードリルを覚えている,レベルアップ＋ハイパードリルを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
508,625,キリキザン,983,ドドゲザン,かしら持ち3体撃破,「かしらのしるし」を持つキリキザン3体を倒してレベルアップ。専用調査で対象を明示。,はい,DPE拡張系統内で接続
509,996,セビエ,997,セゴール,レベルアップ＋Lv.35以上,レベルアップ＋Lv.35以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
510,997,セゴール,998,セグレイブ,レベルアップ＋Lv.54以上,レベルアップ＋Lv.54以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
511,999,コレクレー,1000,サーフゴー,コイン999枚,コレクレーのコイン999枚は長すぎるため「古代コイン100枚」に圧縮して進化。,はい,DPE拡張系統内で接続
512,739,マケンカニ,740,ケケンカニ,道具使用＋こおりのいしを使う,道具使用＋こおりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
514,299,ノズパス,476,ダイノーズ,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
515,211,ハリーセン,904,ハリーマン,レベルアップ＋どくばりセンボンを覚えている,レベルアップ＋どくばりセンボンを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
516,211,ハリーセン,904,ハリーマン,技使用回数＋どくばりセンボンを使用＋20回,「どくばりセンボン」の使用回数をCFRUカウンタで保存し、20回使用後にレベルアップ。,はい,DPE拡張系統内で接続
517,25,ピカチュウ,26,ライチュウ,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
518,50,ディグダ,51,ダグトリオ,レベルアップ＋Lv.26以上,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
519,74,イシツブテ,75,ゴローン,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
520,75,ゴローン,76,ゴローニャ,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,はい,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
521,88,ベトベター,89,ベトベトン,レベルアップ＋Lv.38以上,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
522,102,タマタマ,103,ナッシー,道具使用＋リーフのいしを使う,道具使用＋リーフのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
523,58,ガーディ,59,ウインディ,道具使用＋ほのおのいしを使う,道具使用＋ほのおのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
524,100,ビリリダマ,101,マルマイン,道具使用＋リーフのいしを使う,道具使用＋リーフのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
525,155,ヒノアラシ,156,マグマラシ,レベルアップ＋Lv.17以上,レベルアップ＋Lv.17以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
526,156,マグマラシ,157,バクフーン,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
527,502,フタチマル,503,ダイケンキ,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
528,548,チュリネ,549,ドレディア,道具使用＋たいようのいしを使う,道具使用＋たいようのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
529,570,ゾロア,571,ゾロアーク,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
530,627,ワシボン,628,ウォーグル,レベルアップ＋Lv.54以上,レベルアップ＋Lv.54以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
531,704,ヌメラ,705,ヌメイル,レベルアップ＋Lv.40以上,レベルアップ＋Lv.40以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,いいえ,DPE拡張系統内で接続
532,705,ヌメイル,706,ヌメルゴン,レベルアップ＋Lv.50以上＋フィールドが雨,雨天時にレベルアップ。RTC・天候固定が使えない場合は「あめのしずく」を使用。,いいえ,DPE拡張系統内で接続
