symbol,source_kind,vega_dex_no,national_no,display_name,protected_old_id,assigned_new_id,graphics_key,cry_key,dex_seen_bit,dex_caught_bit,status,notes
NATIONAL_EXT_0771,DPE official import,,771,ナマコブシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0771_GFX,NATIONAL_EXT_0771_CRY,NATIONAL_SEEN_0771,NATIONAL_CAUGHT_0771,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0772,DPE official import,,772,タイプ：ヌル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0772_GFX,NATIONAL_EXT_0772_CRY,NATIONAL_SEEN_0772,NATIONAL_CAUGHT_0772,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0773,DPE official import,,773,シルヴァディ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0773_GFX,NATIONAL_EXT_0773_CRY,NATIONAL_SEEN_0773,NATIONAL_CAUGHT_0773,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0774,DPE official import,,774,メテノ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0774_GFX,NATIONAL_EXT_0774_CRY,NATIONAL_SEEN_0774,NATIONAL_CAUGHT_0774,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0775,DPE official import,,775,ネッコアラ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0775_GFX,NATIONAL_EXT_0775_CRY,NATIONAL_SEEN_0775,NATIONAL_CAUGHT_0775,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0776,DPE official import,,776,バクガメス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0776_GFX,NATIONAL_EXT_0776_CRY,NATIONAL_SEEN_0776,NATIONAL_CAUGHT_0776,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0777,DPE official import,,777,トゲデマル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0777_GFX,NATIONAL_EXT_0777_CRY,NATIONAL_SEEN_0777,NATIONAL_CAUGHT_0777,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0778,DPE official import,,778,ミミッキュ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0778_GFX,NATIONAL_EXT_0778_CRY,NATIONAL_SEEN_0778,NATIONAL_CAUGHT_0778,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0779,DPE official import,,779,ハギギシリ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0779_GFX,NATIONAL_EXT_0779_CRY,NATIONAL_SEEN_0779,NATIONAL_CAUGHT_0779,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0780,DPE official import,,780,ジジーロン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0780_GFX,NATIONAL_EXT_0780_CRY,NATIONAL_SEEN_0780,NATIONAL_CAUGHT_0780,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0781,DPE official import,,781,ダダリン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0781_GFX,NATIONAL_EXT_0781_CRY,NATIONAL_SEEN_0781,NATIONAL_CAUGHT_0781,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0782,DPE official import,,782,ジャラコ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0782_GFX,NATIONAL_EXT_0782_CRY,NATIONAL_SEEN_0782,NATIONAL_CAUGHT_0782,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0783,DPE official import,,783,ジャランゴ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0783_GFX,NATIONAL_EXT_0783_CRY,NATIONAL_SEEN_0783,NATIONAL_CAUGHT_0783,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0784,DPE official import,,784,ジャラランガ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0784_GFX,NATIONAL_EXT_0784_CRY,NATIONAL_SEEN_0784,NATIONAL_CAUGHT_0784,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0785,DPE official import,,785,カプ・コケコ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0785_GFX,NATIONAL_EXT_0785_CRY,NATIONAL_SEEN_0785,NATIONAL_CAUGHT_0785,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0786,DPE official import,,786,カプ・テテフ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0786_GFX,NATIONAL_EXT_0786_CRY,NATIONAL_SEEN_0786,NATIONAL_CAUGHT_0786,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0787,DPE official import,,787,カプ・ブルル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0787_GFX,NATIONAL_EXT_0787_CRY,NATIONAL_SEEN_0787,NATIONAL_CAUGHT_0787,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0788,DPE official import,,788,カプ・レヒレ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0788_GFX,NATIONAL_EXT_0788_CRY,NATIONAL_SEEN_0788,NATIONAL_CAUGHT_0788,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0789,DPE official import,,789,コスモッグ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0789_GFX,NATIONAL_EXT_0789_CRY,NATIONAL_SEEN_0789,NATIONAL_CAUGHT_0789,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0790,DPE official import,,790,コスモウム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0790_GFX,NATIONAL_EXT_0790_CRY,NATIONAL_SEEN_0790,NATIONAL_CAUGHT_0790,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0791,DPE official import,,791,ソルガレオ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0791_GFX,NATIONAL_EXT_0791_CRY,NATIONAL_SEEN_0791,NATIONAL_CAUGHT_0791,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0792,DPE official import,,792,ルナアーラ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0792_GFX,NATIONAL_EXT_0792_CRY,NATIONAL_SEEN_0792,NATIONAL_CAUGHT_0792,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0793,DPE official import,,793,ウツロイド,―,リンカ／ID割当後に確定,NATIONAL_EXT_0793_GFX,NATIONAL_EXT_0793_CRY,NATIONAL_SEEN_0793,NATIONAL_CAUGHT_0793,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0794,DPE official import,,794,マッシブーン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0794_GFX,NATIONAL_EXT_0794_CRY,NATIONAL_SEEN_0794,NATIONAL_CAUGHT_0794,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0795,DPE official import,,795,フェローチェ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0795_GFX,NATIONAL_EXT_0795_CRY,NATIONAL_SEEN_0795,NATIONAL_CAUGHT_0795,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0796,DPE official import,,796,デンジュモク,―,リンカ／ID割当後に確定,NATIONAL_EXT_0796_GFX,NATIONAL_EXT_0796_CRY,NATIONAL_SEEN_0796,NATIONAL_CAUGHT_0796,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0797,DPE official import,,797,テッカグヤ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0797_GFX,NATIONAL_EXT_0797_CRY,NATIONAL_SEEN_0797,NATIONAL_CAUGHT_0797,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0798,DPE official import,,798,カミツルギ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0798_GFX,NATIONAL_EXT_0798_CRY,NATIONAL_SEEN_0798,NATIONAL_CAUGHT_0798,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0799,DPE official import,,799,アクジキング,―,リンカ／ID割当後に確定,NATIONAL_EXT_0799_GFX,NATIONAL_EXT_0799_CRY,NATIONAL_SEEN_0799,NATIONAL_CAUGHT_0799,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0800,DPE official import,,800,ネクロズマ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0800_GFX,NATIONAL_EXT_0800_CRY,NATIONAL_SEEN_0800,NATIONAL_CAUGHT_0800,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0801,DPE official import,,801,マギアナ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0801_GFX,NATIONAL_EXT_0801_CRY,NATIONAL_SEEN_0801,NATIONAL_CAUGHT_0801,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0802,DPE official import,,802,マーシャドー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0802_GFX,NATIONAL_EXT_0802_CRY,NATIONAL_SEEN_0802,NATIONAL_CAUGHT_0802,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0803,DPE official import,,803,ベベノム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0803_GFX,NATIONAL_EXT_0803_CRY,NATIONAL_SEEN_0803,NATIONAL_CAUGHT_0803,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0804,DPE official import,,804,アーゴヨン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0804_GFX,NATIONAL_EXT_0804_CRY,NATIONAL_SEEN_0804,NATIONAL_CAUGHT_0804,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0805,DPE official import,,805,ツンデツンデ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0805_GFX,NATIONAL_EXT_0805_CRY,NATIONAL_SEEN_0805,NATIONAL_CAUGHT_0805,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0806,DPE official import,,806,ズガドーン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0806_GFX,NATIONAL_EXT_0806_CRY,NATIONAL_SEEN_0806,NATIONAL_CAUGHT_0806,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0807,DPE official import,,807,ゼラオラ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0807_GFX,NATIONAL_EXT_0807_CRY,NATIONAL_SEEN_0807,NATIONAL_CAUGHT_0807,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0808,DPE official import,,808,メルタン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0808_GFX,NATIONAL_EXT_0808_CRY,NATIONAL_SEEN_0808,NATIONAL_CAUGHT_0808,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0809,DPE official import,,809,メルメタル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0809_GFX,NATIONAL_EXT_0809_CRY,NATIONAL_SEEN_0809,NATIONAL_CAUGHT_0809,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0810,DPE official import,,810,サルノリ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0810_GFX,NATIONAL_EXT_0810_CRY,NATIONAL_SEEN_0810,NATIONAL_CAUGHT_0810,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0811,DPE official import,,811,バチンキー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0811_GFX,NATIONAL_EXT_0811_CRY,NATIONAL_SEEN_0811,NATIONAL_CAUGHT_0811,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0812,DPE official import,,812,ゴリランダー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0812_GFX,NATIONAL_EXT_0812_CRY,NATIONAL_SEEN_0812,NATIONAL_CAUGHT_0812,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0813,DPE official import,,813,ヒバニー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0813_GFX,NATIONAL_EXT_0813_CRY,NATIONAL_SEEN_0813,NATIONAL_CAUGHT_0813,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0814,DPE official import,,814,ラビフット,―,リンカ／ID割当後に確定,NATIONAL_EXT_0814_GFX,NATIONAL_EXT_0814_CRY,NATIONAL_SEEN_0814,NATIONAL_CAUGHT_0814,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0815,DPE official import,,815,エースバーン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0815_GFX,NATIONAL_EXT_0815_CRY,NATIONAL_SEEN_0815,NATIONAL_CAUGHT_0815,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0816,DPE official import,,816,メッソン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0816_GFX,NATIONAL_EXT_0816_CRY,NATIONAL_SEEN_0816,NATIONAL_CAUGHT_0816,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0817,DPE official import,,817,ジメレオン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0817_GFX,NATIONAL_EXT_0817_CRY,NATIONAL_SEEN_0817,NATIONAL_CAUGHT_0817,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0818,DPE official import,,818,インテレオン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0818_GFX,NATIONAL_EXT_0818_CRY,NATIONAL_SEEN_0818,NATIONAL_CAUGHT_0818,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0819,DPE official import,,819,ホシガリス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0819_GFX,NATIONAL_EXT_0819_CRY,NATIONAL_SEEN_0819,NATIONAL_CAUGHT_0819,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0820,DPE official import,,820,ヨクバリス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0820_GFX,NATIONAL_EXT_0820_CRY,NATIONAL_SEEN_0820,NATIONAL_CAUGHT_0820,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0821,DPE official import,,821,ココガラ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0821_GFX,NATIONAL_EXT_0821_CRY,NATIONAL_SEEN_0821,NATIONAL_CAUGHT_0821,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0822,DPE official import,,822,アオガラス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0822_GFX,NATIONAL_EXT_0822_CRY,NATIONAL_SEEN_0822,NATIONAL_CAUGHT_0822,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0823,DPE official import,,823,アーマーガア,―,リンカ／ID割当後に確定,NATIONAL_EXT_0823_GFX,NATIONAL_EXT_0823_CRY,NATIONAL_SEEN_0823,NATIONAL_CAUGHT_0823,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0824,DPE official import,,824,サッチムシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0824_GFX,NATIONAL_EXT_0824_CRY,NATIONAL_SEEN_0824,NATIONAL_CAUGHT_0824,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0825,DPE official import,,825,レドームシ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0825_GFX,NATIONAL_EXT_0825_CRY,NATIONAL_SEEN_0825,NATIONAL_CAUGHT_0825,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0826,DPE official import,,826,イオルブ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0826_GFX,NATIONAL_EXT_0826_CRY,NATIONAL_SEEN_0826,NATIONAL_CAUGHT_0826,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0827,DPE official import,,827,クスネ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0827_GFX,NATIONAL_EXT_0827_CRY,NATIONAL_SEEN_0827,NATIONAL_CAUGHT_0827,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0828,DPE official import,,828,フォクスライ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0828_GFX,NATIONAL_EXT_0828_CRY,NATIONAL_SEEN_0828,NATIONAL_CAUGHT_0828,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0829,DPE official import,,829,ヒメンカ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0829_GFX,NATIONAL_EXT_0829_CRY,NATIONAL_SEEN_0829,NATIONAL_CAUGHT_0829,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0830,DPE official import,,830,ワタシラガ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0830_GFX,NATIONAL_EXT_0830_CRY,NATIONAL_SEEN_0830,NATIONAL_CAUGHT_0830,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0831,DPE official import,,831,ウールー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0831_GFX,NATIONAL_EXT_0831_CRY,NATIONAL_SEEN_0831,NATIONAL_CAUGHT_0831,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0832,DPE official import,,832,バイウールー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0832_GFX,NATIONAL_EXT_0832_CRY,NATIONAL_SEEN_0832,NATIONAL_CAUGHT_0832,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0833,DPE official import,,833,カムカメ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0833_GFX,NATIONAL_EXT_0833_CRY,NATIONAL_SEEN_0833,NATIONAL_CAUGHT_0833,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0834,DPE official import,,834,カジリガメ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0834_GFX,NATIONAL_EXT_0834_CRY,NATIONAL_SEEN_0834,NATIONAL_CAUGHT_0834,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0835,DPE official import,,835,ワンパチ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0835_GFX,NATIONAL_EXT_0835_CRY,NATIONAL_SEEN_0835,NATIONAL_CAUGHT_0835,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0836,DPE official import,,836,パルスワン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0836_GFX,NATIONAL_EXT_0836_CRY,NATIONAL_SEEN_0836,NATIONAL_CAUGHT_0836,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0837,DPE official import,,837,タンドン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0837_GFX,NATIONAL_EXT_0837_CRY,NATIONAL_SEEN_0837,NATIONAL_CAUGHT_0837,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0838,DPE official import,,838,トロッゴン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0838_GFX,NATIONAL_EXT_0838_CRY,NATIONAL_SEEN_0838,NATIONAL_CAUGHT_0838,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0839,DPE official import,,839,セキタンザン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0839_GFX,NATIONAL_EXT_0839_CRY,NATIONAL_SEEN_0839,NATIONAL_CAUGHT_0839,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0840,DPE official import,,840,カジッチュ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0840_GFX,NATIONAL_EXT_0840_CRY,NATIONAL_SEEN_0840,NATIONAL_CAUGHT_0840,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0841,DPE official import,,841,アップリュー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0841_GFX,NATIONAL_EXT_0841_CRY,NATIONAL_SEEN_0841,NATIONAL_CAUGHT_0841,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0842,DPE official import,,842,タルップル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0842_GFX,NATIONAL_EXT_0842_CRY,NATIONAL_SEEN_0842,NATIONAL_CAUGHT_0842,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0843,DPE official import,,843,スナヘビ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0843_GFX,NATIONAL_EXT_0843_CRY,NATIONAL_SEEN_0843,NATIONAL_CAUGHT_0843,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0844,DPE official import,,844,サダイジャ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0844_GFX,NATIONAL_EXT_0844_CRY,NATIONAL_SEEN_0844,NATIONAL_CAUGHT_0844,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0845,DPE official import,,845,ウッウ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0845_GFX,NATIONAL_EXT_0845_CRY,NATIONAL_SEEN_0845,NATIONAL_CAUGHT_0845,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0846,DPE official import,,846,サシカマス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0846_GFX,NATIONAL_EXT_0846_CRY,NATIONAL_SEEN_0846,NATIONAL_CAUGHT_0846,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0847,DPE official import,,847,カマスジョー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0847_GFX,NATIONAL_EXT_0847_CRY,NATIONAL_SEEN_0847,NATIONAL_CAUGHT_0847,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0848,DPE official import,,848,エレズン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0848_GFX,NATIONAL_EXT_0848_CRY,NATIONAL_SEEN_0848,NATIONAL_CAUGHT_0848,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0849,DPE official import,,849,ストリンダー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0849_GFX,NATIONAL_EXT_0849_CRY,NATIONAL_SEEN_0849,NATIONAL_CAUGHT_0849,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0850,DPE official import,,850,ヤクデ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0850_GFX,NATIONAL_EXT_0850_CRY,NATIONAL_SEEN_0850,NATIONAL_CAUGHT_0850,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0851,DPE official import,,851,マルヤクデ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0851_GFX,NATIONAL_EXT_0851_CRY,NATIONAL_SEEN_0851,NATIONAL_CAUGHT_0851,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0852,DPE official import,,852,タタッコ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0852_GFX,NATIONAL_EXT_0852_CRY,NATIONAL_SEEN_0852,NATIONAL_CAUGHT_0852,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0853,DPE official import,,853,オトスパス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0853_GFX,NATIONAL_EXT_0853_CRY,NATIONAL_SEEN_0853,NATIONAL_CAUGHT_0853,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0854,DPE official import,,854,ヤバチャ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0854_GFX,NATIONAL_EXT_0854_CRY,NATIONAL_SEEN_0854,NATIONAL_CAUGHT_0854,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0855,DPE official import,,855,ポットデス,―,リンカ／ID割当後に確定,NATIONAL_EXT_0855_GFX,NATIONAL_EXT_0855_CRY,NATIONAL_SEEN_0855,NATIONAL_CAUGHT_0855,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0856,DPE official import,,856,ミブリム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0856_GFX,NATIONAL_EXT_0856_CRY,NATIONAL_SEEN_0856,NATIONAL_CAUGHT_0856,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0857,DPE official import,,857,テブリム,―,リンカ／ID割当後に確定,NATIONAL_EXT_0857_GFX,NATIONAL_EXT_0857_CRY,NATIONAL_SEEN_0857,NATIONAL_CAUGHT_0857,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0858,DPE official import,,858,ブリムオン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0858_GFX,NATIONAL_EXT_0858_CRY,NATIONAL_SEEN_0858,NATIONAL_CAUGHT_0858,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0859,DPE official import,,859,ベロバー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0859_GFX,NATIONAL_EXT_0859_CRY,NATIONAL_SEEN_0859,NATIONAL_CAUGHT_0859,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0860,DPE official import,,860,ギモー,―,リンカ／ID割当後に確定,NATIONAL_EXT_0860_GFX,NATIONAL_EXT_0860_CRY,NATIONAL_SEEN_0860,NATIONAL_CAUGHT_0860,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0861,DPE official import,,861,オーロンゲ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0861_GFX,NATIONAL_EXT_0861_CRY,NATIONAL_SEEN_0861,NATIONAL_CAUGHT_0861,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0862,DPE official import,,862,タチフサグマ,―,リンカ／ID割当後に確定,NATIONAL_EXT_0862_GFX,NATIONAL_EXT_0862_CRY,NATIONAL_SEEN_0862,NATIONAL_CAUGHT_0862,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0863,DPE official import,,863,ニャイキング,―,リンカ／ID割当後に確定,NATIONAL_EXT_0863_GFX,NATIONAL_EXT_0863_CRY,NATIONAL_SEEN_0863,NATIONAL_CAUGHT_0863,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0864,DPE official import,,864,サニゴーン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0864_GFX,NATIONAL_EXT_0864_CRY,NATIONAL_SEEN_0864,NATIONAL_CAUGHT_0864,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0865,DPE official import,,865,ネギガナイト,―,リンカ／ID割当後に確定,NATIONAL_EXT_0865_GFX,NATIONAL_EXT_0865_CRY,NATIONAL_SEEN_0865,NATIONAL_CAUGHT_0865,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0866,DPE official import,,866,バリコオル,―,リンカ／ID割当後に確定,NATIONAL_EXT_0866_GFX,NATIONAL_EXT_0866_CRY,NATIONAL_SEEN_0866,NATIONAL_CAUGHT_0866,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
NATIONAL_EXT_0867,DPE official import,,867,デスバーン,―,リンカ／ID割当後に確定,NATIONAL_EXT_0867_GFX,NATIONAL_EXT_0867_CRY,NATIONAL_SEEN_0867,NATIONAL_CAUGHT_0867,PENDING_ID_ALLOCATION,全国番号と内部IDを分離
