national_no,name,identifier,generation,types,evolution_chain_id,family_category,is_legendary,is_mythical,vega_status,integration_action,earliest_gate,primary_area,acquisition_method,encounter_rate_or_limit,conditions,dex_policy,id_policy
842,タルップル,appletun,8,くさ／ドラゴン,442,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,ハクジのもり,進化,―,道具使用＋あまーいりんごを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0842（新規16bit ID）
843,スナヘビ,silicobra,8,じめん,443,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ちえのどうくつ,洞窟オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0843（新規16bit ID）
844,サダイジャ,sandaconda,8,じめん,443,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ちえのどうくつ,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0844（新規16bit ID）
845,ウッウ,cramorant,8,ひこう／みず,444,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,シオウ近海,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0845（新規16bit ID）
846,サシカマス,arrokuda,8,みず,445,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,かいていトンネル,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0846（新規16bit ID）
847,カマスジョー,barraskewda,8,みず,445,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,かいていトンネル,進化,―,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0847（新規16bit ID）
848,エレズン,toxel,8,でんき／どく,446,ベビィ含有,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0848（新規16bit ID）
849,ストリンダー,toxtricity,8,でんき／どく,446,ベビィ含有,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,D・H異常生態区画（新規小部屋）,進化,―,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0849（新規16bit ID）
850,ヤクデ,sizzlipede,8,ほのお／むし,447,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,サファリゾーン西,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0850（新規16bit ID）
851,マルヤクデ,centiskorch,8,ほのお／むし,447,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン西,進化,―,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0851（新規16bit ID）
852,タタッコ,clobbopus,8,かくとう,448,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,ユキユキやま,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0852（新規16bit ID）
853,オトスパス,grapploct,8,かくとう,448,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,ユキユキやま,進化,―,レベルアップ＋ちょうはつを覚えている（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0853（新規16bit ID）
854,ヤバチャ,sinistea,8,ゴースト,449,人工・無機物,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0854（新規16bit ID）
855,ポットデス,polteageist,8,ゴースト,449,人工・無機物,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,D・Hビル／D・Hだんアジト,進化,―,道具使用＋われたポットを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0855（新規16bit ID）
856,ミブリム,hatenna,8,エスパー,450,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ニューアイランド,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0856（新規16bit ID）
857,テブリム,hattrem,8,エスパー,450,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ニューアイランド,進化,―,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0857（新規16bit ID）
858,ブリムオン,hatterene,8,エスパー／フェアリー,450,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ニューアイランド,進化,―,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0858（新規16bit ID）
859,ベロバー,impidimp,8,あく／フェアリー,451,人工・無機物,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0859（新規16bit ID）
860,ギモー,morgrem,8,あく／フェアリー,451,人工・無機物,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,D・H異常生態区画（新規小部屋）,進化,―,レベルアップ＋Lv.32以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0860（新規16bit ID）
861,オーロンゲ,grimmsnarl,8,あく／フェアリー,451,人工・無機物,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,D・H異常生態区画（新規小部屋）,進化,―,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0861（新規16bit ID）
862,タチフサグマ,obstagoon,8,あく／ノーマル,134,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,こころのやかた,進化,―,レベルアップ＋Lv.35以上＋夜（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0862（新規16bit ID）
863,ニャイキング,perrserker,8,はがね,22,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0863（新規16bit ID）
864,サニゴーン,cursola,8,ゴースト,113,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,サファリゾーン北,進化,―,レベルアップ＋Lv.38以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0864（新規16bit ID）
865,ネギガナイト,sirfetchd,8,かくとう,35,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ4個以降,既存個体・育て屋・進化アイテム,進化,―,1回の戦闘で急所3回をCFRUカウンタで判定。未対応時は「れんげきのあかし」使用。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0865（新規16bit ID）
866,バリコオル,mr-rime,8,こおり／エスパー,57,ベビィ含有,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ユキユキやま,進化,―,レベルアップ＋Lv.42以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0866（新規16bit ID）
867,デスバーン,runerigus,8,じめん／ゴースト,287,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,全国生態保護区（サファリ増設区画）,進化,―,指定ダメージを受けた状態で対象地点を通過。未対応時は「われたせきばん」を使用。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0867（新規16bit ID）
868,マホミル,milcery,8,フェアリー,452,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,スフィアいせき,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0868（新規16bit ID）
869,マホイップ,alcremie,8,フェアリー,452,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,スフィアいせき,進化,―,アメざいを持たせ、ミルシティのスイーツ職人に話す。時間・回転方向で姿を選択。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0869（新規16bit ID）
870,タイレーツ,falinks,8,かくとう,453,人工・無機物,no,no,未収録・追加対象,新IDへ追加,バッジ7～8個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0870（新規16bit ID）
871,バチンウニ,pincurchin,8,でんき,454,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,517～520ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0871（新規16bit ID）
872,ユキハミ,snom,8,こおり／むし,455,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,こおりのしま,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0872（新規16bit ID）
873,モスノウ,frosmoth,8,こおり／むし,455,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,こおりのしま,進化,―,レベルアップ＋夜＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0873（新規16bit ID）
874,イシヘンジン,stonjourner,8,いわ,456,人工・無機物,no,no,未収録・追加対象,新IDへ追加,バッジ1～2個,504～506ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0874（新規16bit ID）
875,コオリッポ,eiscue,8,こおり,457,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,514～516ばんどうろ,時間帯オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0875（新規16bit ID）
876,イエッサン,indeedee,8,エスパー／ノーマル,458,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ5～6個,ときのようかん,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0876（新規16bit ID）
877,モルペコ,morpeko,8,でんき／あく,459,人工・無機物,no,no,未収録・追加対象,新IDへ追加,バッジ7～8個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0877（新規16bit ID）
878,ゾウドウ,cufant,8,はがね,460,通常生態,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,517～520ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0878（新規16bit ID）
879,ダイオウドウ,copperajah,8,はがね,460,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,517～520ばんどうろ,進化,―,レベルアップ＋Lv.34以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0879（新規16bit ID）
880,パッチラゴン,dracozolt,8,でんき／ドラゴン,461,化石,no,no,未収録・追加対象,新IDへ追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0880（新規16bit ID）
881,パッチルドン,arctozolt,8,でんき／こおり,462,化石,no,no,未収録・追加対象,新IDへ追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0881（新規16bit ID）
882,ウオノラゴン,dracovish,8,みず／ドラゴン,463,化石,no,no,未収録・追加対象,新IDへ追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0882（新規16bit ID）
883,ウオチルドン,arctovish,8,みず／こおり,464,化石,no,no,未収録・追加対象,新IDへ追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0883（新規16bit ID）
884,ジュラルドン,duraludon,8,はがね／ドラゴン,465,人工・無機物,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0884（新規16bit ID）
885,ドラメシヤ,dreepy,8,ドラゴン／ゴースト,466,600族,no,no,未収録・追加対象,新IDへ追加,殿堂入り後,ポケモンじょう,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0885（新規16bit ID）
886,ドロンチ,drakloak,8,ドラゴン／ゴースト,466,600族,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ポケモンじょう,進化,―,レベルアップ＋Lv.50以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0886（新規16bit ID）
887,ドラパルト,dragapult,8,ドラゴン／ゴースト,466,600族,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ポケモンじょう,進化,―,レベルアップ＋Lv.60以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0887（新規16bit ID）
888,ザシアン,zacian,8,フェアリー,467,伝説,yes,no,未収録・追加対象,新IDへ追加,スフィアいせき後,ポケモンじょう双塔,固定シンボル／専用クエスト,―,くちたけん／くちたたてを返還して各固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0888（新規16bit ID）
889,ザマゼンタ,zamazenta,8,かくとう,468,伝説,yes,no,未収録・追加対象,新IDへ追加,スフィアいせき後,ポケモンじょう双塔,固定シンボル／専用クエスト,―,くちたけん／くちたたてを返還して各固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0889（新規16bit ID）
890,ムゲンダイナ,eternatus,8,どく／ドラゴン,469,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋ダイマックスバンド,D・H反応炉,固定シンボル／専用クエスト,―,指定レイドとして戦闘。捕獲は初回のみ。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0890（新規16bit ID）
891,ダクマ,kubfu,8,かくとう,470,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り,チャンピオンロード道場,固定シンボル／専用クエスト,―,ダクマ譲渡後、あく／みずの修練札で分岐進化。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0891（新規16bit ID）
892,ウーラオス,urshifu,8,かくとう／あく,470,伝説,yes,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り,チャンピオンロード道場,進化,―,チャンピオンロード道場で「あくの修練札」または「みずの修練札」を使用。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0892（新規16bit ID）
893,ザルード,zarude,8,あく／くさ,471,幻,no,yes,未収録・追加対象,新IDへ追加,全国研究ランク4,ハクジのもり隠し区画,固定シンボル／専用クエスト,―,森の薬草を守るイベント後に固定戦。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0893（新規16bit ID）
894,レジエレキ,regieleki,8,でんき,472,伝説,yes,no,未収録・追加対象,新IDへ追加,レジ系3体登録,巨人の間・左右石室,固定シンボル／専用クエスト,―,左右どちらも最終的に解禁し、排他にしない。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0894（新規16bit ID）
895,レジドラゴ,regidrago,8,ドラゴン,473,伝説,yes,no,未収録・追加対象,新IDへ追加,レジ系3体登録,巨人の間・左右石室,固定シンボル／専用クエスト,―,左右どちらも最終的に解禁し、排他にしない。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0895（新規16bit ID）
896,ブリザポス,glastrier,8,こおり,474,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋豊穣イベント,ユキユキやま山頂,固定シンボル／専用クエスト,―,二頭を個別捕獲後、バドレックスを固定戦。手綱で合体切替。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0896（新規16bit ID）
897,レイスポス,spectrier,8,ゴースト,475,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋豊穣イベント,ユキユキやま山頂,固定シンボル／専用クエスト,―,二頭を個別捕獲後、バドレックスを固定戦。手綱で合体切替。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0897（新規16bit ID）
898,バドレックス,calyrex,8,エスパー／くさ,476,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋豊穣イベント,ユキユキやま山頂,固定シンボル／専用クエスト,―,二頭を個別捕獲後、バドレックスを固定戦。手綱で合体切替。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0898（新規16bit ID）
899,アヤシシ,wyrdeer,8,ノーマル／エスパー,120,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,ニューアイランド,進化,―,早業／力業はGBAにないため、「バリアーラッシュ」を20回使った後にレベルアップ。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0899（新規16bit ID）
900,バサギリ,kleavor,8,むし／いわ,58,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ4個以降,既存個体・育て屋・進化アイテム,進化,―,ストライクに「くろのきせき」を使用。ちえのどうくつ採掘で反復入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0900（新規16bit ID）
901,ガチグマ,ursaluna,8,じめん／ノーマル,110,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,チャンピオンロード,進化,―,リングマに「ピートブロック」を夜に使用。RTC待ちを避ける場合はユキユキやまの月齢祭壇で満月を選択。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0901（新規16bit ID）
902,イダイトウ,basculegion,8,みず／ゴースト,280,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ5～6個,507～509ばんどうろ・水道,進化,―,反動ダメージ累計をCFRUカウンタで保存し、規定値到達後にレベルアップ。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0902（新規16bit ID）
903,オオニューラ,sneasler,8,かくとう／どく,109,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ6個以降,既存個体・育て屋・進化アイテム,進化,―,レベルアップ＋するどいツメを持たせる＋昼（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0903（新規16bit ID）
904,ハリーマン,overqwil,8,あく／どく,106,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り後,507～509ばんどうろ・水道,進化,―,早業／力業はGBAにないため、「どくばりセンボン」を20回使った後にレベルアップ。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0904（新規16bit ID）
905,ラブトロス,enamorus,8,フェアリー／ひこう,477,伝説,yes,no,未収録・追加対象,新IDへ追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0905（新規16bit ID）
906,ニャオハ,sprigatito,9,くさ,478,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0906（新規16bit ID）
907,ニャローテ,floragato,9,くさ,478,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0907（新規16bit ID）
908,マスカーニャ,meowscarada,9,くさ／あく,478,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0908（新規16bit ID）
909,ホゲータ,fuecoco,9,ほのお,479,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0909（新規16bit ID）
910,アチゲータ,crocalor,9,ほのお,479,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0910（新規16bit ID）
911,ラウドボーン,skeledirge,9,ほのお／ゴースト,479,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0911（新規16bit ID）
912,クワッス,quaxly,9,みず,480,御三家,no,no,未収録・追加対象,新IDへ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0912（新規16bit ID）
913,ウェルカモ,quaxwell,9,みず,480,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0913（新規16bit ID）
914,ウェーニバル,quaquaval,9,みず／かくとう,480,御三家,no,no,未収録・追加対象,新IDへ追加（進化入手）,殿堂入り＋全国研究開始,ハクジタウン研究所,進化,―,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0914（新規16bit ID）
915,グルトン,lechonk,9,ノーマル,481,通常生態,no,no,未収録・追加対象,新IDへ追加,バッジ3～4個,501ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0915（新規16bit ID）
916,パフュートン,oinkologne,9,ノーマル,481,通常生態,no,no,未収録・追加対象,新IDへ追加（進化入手）,バッジ3～4個,501ばんどうろ,進化,―,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,全国研究図鑑へ登録（トーホク386完成条件には含めない）,NATIONAL_EXT_0916（新規16bit ID）
