evolution_chain_id,root_national_no,family,generation_first,types,category,vega_existing_members,new_members_to_import,integration_mode,earliest_gate,primary_area,primary_method,suggested_rate,condition_design,table_policy,implementation_priority
410,786,カプ・テテフ,7,エスパー／フェアリー,伝説,なし,カプ・テテフ,固定イベント追加,殿堂入り＋各島試練,ひのしま／かみなりのしま／こおりのしま／ニューアイランド,固定シンボル／専用クエスト,―,島ごとの3分程度の試練後に固定戦。,野生通常表には入れない,P2
411,787,カプ・ブルル,7,くさ／フェアリー,伝説,なし,カプ・ブルル,固定イベント追加,殿堂入り＋各島試練,ひのしま／かみなりのしま／こおりのしま／ニューアイランド,固定シンボル／専用クエスト,―,島ごとの3分程度の試練後に固定戦。,野生通常表には入れない,P2
412,788,カプ・レヒレ,7,みず／フェアリー,伝説,なし,カプ・レヒレ,固定イベント追加,殿堂入り＋各島試練,ひのしま／かみなりのしま／こおりのしま／ニューアイランド,固定シンボル／専用クエスト,―,島ごとの3分程度の試練後に固定戦。,野生通常表には入れない,P2
413,789,コスモッグ → コスモウム → ソルガレオ → ルナアーラ,7,ゴースト／はがね／エスパー,伝説,なし,コスモッグ・コスモウム・ソルガレオ・ルナアーラ,固定イベント追加,殿堂入り＋星の祈り完了,ニューアイランド天文台／スフィアいせき,固定シンボル／専用クエスト,―,コスモッグを保護し、日輪核／月輪核で進化先を選択。ネクロズマは後続戦。,野生通常表には入れない,P2
414,793,ウツロイド,7,どく／いわ,ウルトラビースト,なし,ウツロイド,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
415,794,マッシブーン,7,かくとう／むし,ウルトラビースト,なし,マッシブーン,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
416,795,フェローチェ,7,かくとう／むし,ウルトラビースト,なし,フェローチェ,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
417,796,デンジュモク,7,でんき,ウルトラビースト,なし,デンジュモク,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
418,797,テッカグヤ,7,ひこう／はがね,ウルトラビースト,なし,テッカグヤ,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
419,798,カミツルギ,7,はがね／くさ,ウルトラビースト,なし,カミツルギ,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
420,799,アクジキング,7,ドラゴン／あく,ウルトラビースト,なし,アクジキング,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
421,800,ネクロズマ,7,エスパー,伝説,なし,ネクロズマ,固定イベント追加,殿堂入り＋星の祈り完了,ニューアイランド天文台／スフィアいせき,固定シンボル／専用クエスト,―,コスモッグを保護し、日輪核／月輪核で進化先を選択。ネクロズマは後続戦。,野生通常表には入れない,P2
422,801,マギアナ,7,はがね／フェアリー,幻,なし,マギアナ,固定イベント追加,殿堂入り＋部品5種,オウニシティ工房,固定シンボル／専用クエスト,―,工房で復元して受取。,野生通常表には入れない,P2
423,802,マーシャドー,7,かくとう／ゴースト,幻,なし,マーシャドー,固定イベント追加,殿堂入り＋夜間,ダークタワー最上階,固定シンボル／専用クエスト,―,影だけを追う短い追跡イベント後に固定戦。,野生通常表には入れない,P2
424,803,ベベノム → アーゴヨン,7,どく／ドラゴン,ウルトラビースト,なし,ベベノム・アーゴヨン,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
425,805,ツンデツンデ,7,いわ／はがね,ウルトラビースト,なし,ツンデツンデ,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
426,806,ズガドーン,7,ゴースト／ほのお,ウルトラビースト,なし,ズガドーン,固定イベント追加,殿堂入り＋ビーストボール解禁,スフィアいせき・裂け目区画,固定シンボル／専用クエスト,―,種ごとに異なる色の裂け目を調査。初回固定、以後は低確率レイド。,野生通常表には入れない,P2
427,807,ゼラオラ,7,でんき,幻,なし,ゼラオラ,固定イベント追加,殿堂入り＋停電復旧,かみなりのしま,固定シンボル／専用クエスト,―,発電設備を直すと固定戦。,野生通常表には入れない,P2
428,808,メルタン,7,はがね,幻,なし,メルタン,固定イベント追加,殿堂入り,D・Hスクラップ置場,固定シンボル／専用クエスト,―,メルタンは複数捕獲可。メタルくず40個でメルメタル進化。,野生通常表には入れない,P2
429,809,メルメタル,7,はがね,幻,なし,メルメタル,固定イベント追加,殿堂入り,D・Hスクラップ置場,固定シンボル／専用クエスト,―,メルタンは複数捕獲可。メタルくず40個でメルメタル進化。,野生通常表には入れない,P2
430,810,サルノリ → バチンキー → ゴリランダー,8,くさ,御三家,なし,サルノリ・バチンキー・ゴリランダー,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
431,813,ヒバニー → ラビフット → エースバーン,8,ほのお,御三家,なし,ヒバニー・ラビフット・エースバーン,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
432,816,メッソン → ジメレオン → インテレオン,8,みず,御三家,なし,メッソン・ジメレオン・インテレオン,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
433,819,ホシガリス → ヨクバリス,8,ノーマル,通常生態,なし,ホシガリス・ヨクバリス,外来生態レイヤーへ追加,殿堂入り後,501ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
434,821,ココガラ → アオガラス → アーマーガア,8,ひこう／はがね,通常生態,なし,ココガラ・アオガラス・アーマーガア,外来生態レイヤーへ追加,バッジ5～6個,かみなりのしま,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
435,824,サッチムシ → レドームシ → イオルブ,8,むし／エスパー,通常生態,なし,サッチムシ・レドームシ・イオルブ,外来生態レイヤーへ追加,バッジ7～8個,ときのようかん,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
436,827,クスネ → フォクスライ,8,あく,通常生態,なし,クスネ・フォクスライ,外来生態レイヤーへ追加,バッジ7～8個,こころのやかた,屋内オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
437,829,ヒメンカ → ワタシラガ,8,くさ,通常生態,なし,ヒメンカ・ワタシラガ,外来生態レイヤーへ追加,殿堂入り後,ハクジのもり,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
438,831,ウールー → バイウールー,8,ノーマル,通常生態,なし,ウールー・バイウールー,外来生態レイヤーへ追加,殿堂入り後,502ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
439,833,カムカメ → カジリガメ,8,いわ／みず,通常生態,なし,カムカメ・カジリガメ,外来生態レイヤーへ追加,バッジ7～8個,こおりのしま,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
440,835,ワンパチ → パルスワン,8,でんき,通常生態,なし,ワンパチ・パルスワン,外来生態レイヤーへ追加,殿堂入り後,かみなりのしま,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
441,837,タンドン → トロッゴン → セキタンザン,8,いわ／ほのお,通常生態,なし,タンドン・トロッゴン・セキタンザン,外来生態レイヤーへ追加,バッジ7～8個,サファリゾーン西,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
442,840,カジッチュ → アップリュー → タルップル → カミッチュ → カミツオロチ,8,くさ／ドラゴン,通常生態,なし,カジッチュ・アップリュー・タルップル・カミッチュ・カミツオロチ,外来生態レイヤーへ追加,バッジ5～6個,ハクジのもり,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
443,843,スナヘビ → サダイジャ,8,じめん,通常生態,なし,スナヘビ・サダイジャ,外来生態レイヤーへ追加,殿堂入り後,ちえのどうくつ,洞窟オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
444,845,ウッウ,8,ひこう／みず,通常生態,なし,ウッウ,外来生態レイヤーへ追加,殿堂入り後,シオウ近海,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
445,846,サシカマス → カマスジョー,8,みず,通常生態,なし,サシカマス・カマスジョー,外来生態レイヤーへ追加,殿堂入り後,かいていトンネル,釣り,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
446,848,エレズン → ストリンダー,8,どく／でんき,ベビィ含有,なし,エレズン・ストリンダー,外来生態レイヤーへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
447,850,ヤクデ → マルヤクデ,8,むし／ほのお,通常生態,なし,ヤクデ・マルヤクデ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン西,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
448,852,タタッコ → オトスパス,8,かくとう,通常生態,なし,タタッコ・オトスパス,外来生態レイヤーへ追加,バッジ5～6個,ユキユキやま,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
449,854,ヤバチャ → ポットデス,8,ゴースト,人工・無機物,なし,ヤバチャ・ポットデス,外来生態レイヤーへ追加,バッジ5～6個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
450,856,ミブリム → テブリム → ブリムオン,8,エスパー／フェアリー,通常生態,なし,ミブリム・テブリム・ブリムオン,外来生態レイヤーへ追加,殿堂入り後,ニューアイランド,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
451,859,ベロバー → ギモー → オーロンゲ,8,あく／フェアリー,人工・無機物,なし,ベロバー・ギモー・オーロンゲ,外来生態レイヤーへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
452,868,マホミル → マホイップ,8,フェアリー,通常生態,なし,マホミル・マホイップ,外来生態レイヤーへ追加,殿堂入り後,スフィアいせき,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
453,870,タイレーツ,8,かくとう,人工・無機物,なし,タイレーツ,外来生態レイヤーへ追加,バッジ7～8個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
454,871,バチンウニ,8,でんき,通常生態,なし,バチンウニ,外来生態レイヤーへ追加,バッジ5～6個,517～520ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
455,872,ユキハミ → モスノウ,8,むし／こおり,通常生態,なし,ユキハミ・モスノウ,外来生態レイヤーへ追加,バッジ3～4個,こおりのしま,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
456,874,イシヘンジン,8,いわ,人工・無機物,なし,イシヘンジン,外来生態レイヤーへ追加,バッジ1～2個,504～506ばんどうろ,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
457,875,コオリッポ,8,こおり,通常生態,なし,コオリッポ,外来生態レイヤーへ追加,殿堂入り後,514～516ばんどうろ,時間帯オーバーレイ,4～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
458,876,イエッサン,8,ノーマル／エスパー,通常生態,なし,イエッサン,外来生態レイヤーへ追加,バッジ5～6個,ときのようかん,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
459,877,モルペコ,8,でんき／あく,人工・無機物,なし,モルペコ,外来生態レイヤーへ追加,バッジ7～8個,D・Hビル／D・Hだんアジト,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
460,878,ゾウドウ → ダイオウドウ,8,はがね,通常生態,なし,ゾウドウ・ダイオウドウ,外来生態レイヤーへ追加,殿堂入り後,517～520ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
461,880,パッチラゴン,8,でんき／ドラゴン,化石,なし,パッチラゴン,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
462,881,パッチルドン,8,でんき／こおり,化石,なし,パッチルドン,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
463,882,ウオノラゴン,8,みず／ドラゴン,化石,なし,ウオノラゴン,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
464,883,ウオチルドン,8,みず／こおり,化石,なし,ウオチルドン,化石復元追加,殿堂入り（一部化石はバッジ5個）,ヒスイシティ考古学室（NPC追加）,化石・復元部品を納品,―,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,通常野生表には入れない,P2
465,884,ジュラルドン → ブリジュラス,8,はがね／ドラゴン,人工・無機物,なし,ジュラルドン・ブリジュラス,外来生態レイヤーへ追加,殿堂入り後,D・H異常生態区画（新規小部屋）,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
466,885,ドラメシヤ → ドロンチ → ドラパルト,8,ゴースト／ドラゴン,600族,なし,ドラメシヤ・ドロンチ・ドラパルト,外来生態レイヤーへ追加,殿堂入り後,ポケモンじょう,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
467,888,ザシアン,8,フェアリー,伝説,なし,ザシアン,固定イベント追加,スフィアいせき後,ポケモンじょう双塔,固定シンボル／専用クエスト,―,くちたけん／くちたたてを返還して各固定戦。,野生通常表には入れない,P2
468,889,ザマゼンタ,8,かくとう,伝説,なし,ザマゼンタ,固定イベント追加,スフィアいせき後,ポケモンじょう双塔,固定シンボル／専用クエスト,―,くちたけん／くちたたてを返還して各固定戦。,野生通常表には入れない,P2
469,890,ムゲンダイナ,8,どく／ドラゴン,伝説,なし,ムゲンダイナ,固定イベント追加,殿堂入り＋ダイマックスバンド,D・H反応炉,固定シンボル／専用クエスト,―,指定レイドとして戦闘。捕獲は初回のみ。,野生通常表には入れない,P2
470,891,ダクマ → ウーラオス,8,かくとう／あく,伝説,なし,ダクマ・ウーラオス,固定イベント追加,殿堂入り,チャンピオンロード道場,固定シンボル／専用クエスト,―,ダクマ譲渡後、あく／みずの修練札で分岐進化。,野生通常表には入れない,P2
471,893,ザルード,8,くさ／あく,幻,なし,ザルード,固定イベント追加,全国研究ランク4,ハクジのもり隠し区画,固定シンボル／専用クエスト,―,森の薬草を守るイベント後に固定戦。,野生通常表には入れない,P2
472,894,レジエレキ,8,でんき,伝説,なし,レジエレキ,固定イベント追加,レジ系3体登録,巨人の間・左右石室,固定シンボル／専用クエスト,―,左右どちらも最終的に解禁し、排他にしない。,野生通常表には入れない,P2
473,895,レジドラゴ,8,ドラゴン,伝説,なし,レジドラゴ,固定イベント追加,レジ系3体登録,巨人の間・左右石室,固定シンボル／専用クエスト,―,左右どちらも最終的に解禁し、排他にしない。,野生通常表には入れない,P2
474,896,ブリザポス,8,こおり,伝説,なし,ブリザポス,固定イベント追加,殿堂入り＋豊穣イベント,ユキユキやま山頂,固定シンボル／専用クエスト,―,二頭を個別捕獲後、バドレックスを固定戦。手綱で合体切替。,野生通常表には入れない,P2
475,897,レイスポス,8,ゴースト,伝説,なし,レイスポス,固定イベント追加,殿堂入り＋豊穣イベント,ユキユキやま山頂,固定シンボル／専用クエスト,―,二頭を個別捕獲後、バドレックスを固定戦。手綱で合体切替。,野生通常表には入れない,P2
476,898,バドレックス,8,くさ／エスパー,伝説,なし,バドレックス,固定イベント追加,殿堂入り＋豊穣イベント,ユキユキやま山頂,固定シンボル／専用クエスト,―,二頭を個別捕獲後、バドレックスを固定戦。手綱で合体切替。,野生通常表には入れない,P2
477,905,ラブトロス,8,ひこう／フェアリー,伝説,なし,ラブトロス,固定イベント追加,殿堂入り＋天候観測器,各島＋521ばんどうろ,固定シンボル／専用クエスト,―,天候を切替えて固定戦。うつしかがみを同時入手。,野生通常表には入れない,P2
478,906,ニャオハ → ニャローテ → マスカーニャ,9,くさ／あく,御三家,なし,ニャオハ・ニャローテ・マスカーニャ,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
479,909,ホゲータ → アチゲータ → ラウドボーン,9,ゴースト／ほのお,御三家,なし,ホゲータ・アチゲータ・ラウドボーン,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
480,912,クワッス → ウェルカモ → ウェーニバル,9,かくとう／みず,御三家,なし,クワッス・ウェルカモ・ウェーニバル,地方研究タマゴ追加,殿堂入り＋全国研究開始,ハクジタウン研究所,地方研究依頼の報酬タマゴ,―,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,通常野生表には入れない,P2
481,915,グルトン → パフュートン,9,ノーマル,通常生態,なし,グルトン・パフュートン,外来生態レイヤーへ追加,バッジ3～4個,501ばんどうろ,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
482,917,タマンチュラ → ワナイダー,9,むし,通常生態,なし,タマンチュラ・ワナイダー,外来生態レイヤーへ追加,バッジ7～8個,503ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
483,919,マメバッタ → エクスレッグ,9,むし／あく,通常生態,なし,マメバッタ・エクスレッグ,外来生態レイヤーへ追加,バッジ5～6個,ダークタワー,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
484,921,パモ → パモット → パーモット,9,かくとう／でんき,通常生態,なし,パモ・パモット・パーモット,外来生態レイヤーへ追加,バッジ3～4個,510～513ばんどうろ,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P1
485,924,ワッカネズミ → イッカネズミ,9,ノーマル,通常生態,なし,ワッカネズミ・イッカネズミ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン中央,大量発生,発生中20～40%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
486,926,パピモッチ → バウッツェル,9,フェアリー,通常生態,なし,パピモッチ・バウッツェル,外来生態レイヤーへ追加,殿堂入り後,ニューアイランド,時間帯オーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
487,928,ミニーブ → オリーニョ → オリーヴァ,9,ノーマル／くさ,通常生態,なし,ミニーブ・オリーニョ・オリーヴァ,外来生態レイヤーへ追加,殿堂入り後,サファリゾーン東,ずつき,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
488,931,イキリンコ,9,ノーマル／ひこう,通常生態,なし,イキリンコ,外来生態レイヤーへ追加,殿堂入り後,521～523ばんどうろ,草むらオーバーレイ,8～12%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
489,932,コジオ → ジオヅム → キョジオーン,9,いわ,通常生態,なし,コジオ・ジオヅム・キョジオーン,外来生態レイヤーへ追加,殿堂入り後,チャンピオンロード,図鑑ナビ隠し枠,通常表0%／ナビ検索時1～5%,主に基礎形のみ出現。中間・最終進化は原則として育成で入手。時間帯・天候は生態チケットで任意固定可能。,ベガ既存11枠を上書きせず、CFRU側の条件付きオーバーレイ／DexNav／大量発生へ登録,P2
